ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2022-9R2YXM,2022-08-02,16:08 น.,รอรับเรื่อง 859 วันที่แล้ว,,ไฟถนนเสีย กลางคืนมืด อันตรายต่อผู้ใช้ถนนและคนข้ามถนน,"การไฟฟ้านครหลวง เขตมีนบุรี, เขตหนองจอก, การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-08-16,18:28 น.,ใช้เวลา 14 วัน 2 ชม.,860,846,,,
2022-GC8CW2,2022-07-30,18:51 น.,รอรับเรื่อง 862 วันที่แล้ว,,ไฟฟ้าเเสงสว่างในซอยขาด ไฟฟ้าไม่ติดหลายดวง,"การไฟฟ้านครหลวง เขตมีนบุรี, เขตหนองจอก, การไฟฟ้านครหลวง MEA, เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,เปิดเรื่องใหม่,2022-08-15,18:37 น.,ใช้เวลา 15 วัน 23 ชม.,863,847,,,
2022-4MEMU3,2022-07-20,14:01 น.,รอรับเรื่อง 872 วันที่แล้ว,,แจ้งเรื่องหม้อแปลงหน้าตึกดำรงแมนชั่นมีควันขึ้นมาหลังจากที่ฝนตกคืนวันที่ 19/7/65 เวลา 20.38 น. กลิ่นคละคลุ้งไปทั่วบริเวณ คนในตึกเดินลงตึกมาดูหาสาเหตุกันไม่เจอแต่มีคนยุชั้น 5 เห็นควันขึ้นที่บริเวณหม้อแปลงใหญ่ รบกวนเจ้าหน้าที่ตรวจสอบด้วยนะคะ เพราะสายไฟส่ยเคเบิ้ลสายอะไรต่างๆ นาๆ เยอะมาและอยู่ใกล้ตึกค่ะ,"การไฟฟ้านครหลวง เขตนนทบุรี, เขตหลักสี่, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-08-23,09:52 น.,ใช้เวลา 33 วัน 19 ชม.,873,839,,,
2022-37BZR3,2022-07-15,18:18 น.,รอรับเรื่อง 877 วันที่แล้ว,เขตบางขุนเทียน,ต้นไม้และสายไฟพันกัน ตอนกลางคืนมืด,"เขตบางขุนเทียน, การไฟฟ้านครหลวง เขตราษฎร์บูรณะ, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,ส่งต่อ,2024-07-30,15:51 น.,ใช้เวลา 745 วัน 21 ชม.,878,132,,,
2022-GULHWY,2022-07-15,09:27 น.,รอรับเรื่อง 878 วันที่แล้ว,เขตบางนา,การเดินสายไฟ สายเคเบิ้ล พาดสายไฟแบบนี้ ก่อให้เกิดอันตรายได้ รบกวนการไฟฟ้า หรือผู้เกี่ยวข้องดำเนินการแก้ไขด่วนค่ะ,"เขตบางนา, การไฟฟ้านครหลวง เขตบางกะปิ, การไฟฟ้านครหลวง เขตบางนา, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-09-16,07:31 น.,ใช้เวลา 62 วัน 22 ชม.,878,815,,,
2022-MTDVR2,2022-07-12,09:14 น.,รอรับเรื่อง 881 วันที่แล้ว,เขตปทุมวัน,สายไฟ,"การไฟฟ้านครหลวง เขตคลองเตย, เขตปทุมวัน, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-07-13,11:25 น.,ใช้เวลา 1 วัน 2 ชม.,881,880,,,
2022-EPFKZZ,2022-07-10,22:12 น.,รอรับเรื่อง 882 วันที่แล้ว,เขตลาดกระบัง,เสาไฟเอียง สายสื่อสารเยอะมาก คะ,"การไฟฟ้านครหลวง เขตลาดกระบัง, เขตลาดกระบัง, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตลาดกระบัง (นายธนะสิทธิ์), กองบริการการจำหน่าย การไฟฟ้านครหลวงเขตลาดกระบัง, การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2023-08-17,13:47 น.,ใช้เวลา 402 วัน 15 ชม.,883,480,,,
2022-LE8UVG,2022-07-10,16:47 น.,รอรับเรื่อง 882 วันที่แล้ว,เขตบางนา,กิ่งไม้แห้ง พาดบนสายไฟ หวั่นเกิดไฟไหม้,"การไฟฟ้านครหลวง เขตบางกะปิ, การไฟฟ้านครหลวง เขตบางนา, เขตบางนา, การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-23,13:41 น.,ใช้เวลา 43 วัน 20 ชม.,883,839,,,
2022-GWTE2H,2022-07-06,08:19 น.,รอรับเรื่อง 887 วันที่แล้ว,เขตห้วยขวาง,ช่วยมาแก้ไขสายไฟฟ้าหน่อยครับ จะร่วงลงมาทับหัวคนอยู่แล้วครับ ละโยงละยางเต็มไปหมด สายเก่าก็ไม่เคยเก็บไปทิ้ง นึกว่ารังนก,"การไฟฟ้านครหลวง MEA, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง เขตบางเขน, การไฟฟ้านครหลวง เขตสามเสน, กรุงเทพมหานคร, เขตห้วยขวาง, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-07-10,00:22 น.,ใช้เวลา 3 วัน 16 ชม.,887,883,,,
2022-9L78FG,2022-07-04,10:36 น.,รอรับเรื่อง 889 วันที่แล้ว,เขตราษฎร์บูรณะ,เมื่อวันเสาร์ ที่ 2 ก.ค. 2565 รถขนเหล็ก ก่อสร้างทางด่วน เกี่ยวสายไฟ บ้านหลังคาสั่นมากสายไฟและสายสื่อสารหล่นลงพื้นและขวางทางเข้าออกประตู้รั้วบ้าน รถเข้าออกลำบาก,"การไฟฟ้านครหลวง เขตราษฎร์บูรณะ, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เขตราษฎร์บูรณะ, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-07-21,12:36 น.,ใช้เวลา 17 วัน 2 ชม.,889,872,,,
2022-KDB6PE,2022-07-01,06:22 น.,รอรับเรื่อง 892 วันที่แล้ว,,แจ้งสายห้อยค่ะ,"สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, การไฟฟ้านครหลวง เขตลาดกระบัง, ฝ่ายโยธา เขตมีนบุรี, เขตมีนบุรี, เพื่อนชัชชาติ, ยังไม่มีหน่วยงานรับผิดชอบ, กรุงเทพมหานคร",อื่นๆ,ส่งต่อ,2022-07-02,22:53 น.,ใช้เวลา 1 วัน 16 ชม.,892,891,,,
2022-9FEAZU,2022-06-30,16:13 น.,รอรับเรื่อง 892 วันที่แล้ว,เขตพระโขนง,สายสื่อสารชอบหล่นร่วงลงมาเป็นบ่อยครั้ง และมาผูกติดกับเสาข้างถังขยะ เดินผ่านไปมาค่อนข้างอันตราย รถบรรทุกสิบล้อขับในซอยเกี่ยวบ่อยมาก แจ้งไปก็หล่นลงมาอีก อยากให้จัดการให้เรียบร้อย อันตรายไม่รู้สายอะไรบ้าง บริเวณ สุขุมวิท 93 เกริกวิชสัตวแพทย์ หน้า โรงงานผ้าไหมจิมทอมสัน,"การไฟฟ้านครหลวง เขตบางกะปิ, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, เขตพระโขนง, กรุงเทพมหานคร, เพื่อนชัชชาติ,",อื่นๆ,เปิดเรื่องใหม่,2022-09-09,14:51 น.,ใช้เวลา 70 วัน 22 ชม.,893,822,,,
2022-ENEF28,2022-06-30,15:58 น.,รอรับเรื่อง 892 วันที่แล้ว,เขตพระโขนง,สายสื่อสาย สายไฟระโยงระยางมาก ติดกับทางขึ้นรถไฟบีทีเอส และสะพานลอย อันตรายมากเวลาเดินทางเข้าใกล้ ตั้งแต่ซอยสุขุมวิท 93-99 อยากให้แก้ไข เคยมีเคสไฟไหม้เกิดขึ้น,"การไฟฟ้านครหลวง เขตบางกะปิ, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, เขตพระโขนง, กรุงเทพมหานคร, เพื่อนชัชชาติ,",อื่นๆ,เปิดเรื่องใหม่,2022-09-09,14:50 น.,ใช้เวลา 70 วัน 22 ชม.,893,822,,,
2022-HFQHZP,2022-06-30,15:56 น.,รอรับเรื่อง 892 วันที่แล้ว,เขตพระโขนง แขวงบางจาก,สายสื่อสารห้อยระโยงระยางหน้าปากซอยสุขุมวิท 93 ตรงบริเวณ 7-11 ถึงในซอย ห้อยยาว รถบรรทุกชอบขับเกี่ยวสายหล่นลงมา,"การไฟฟ้านครหลวง เขตบางกะปิ, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, เขตพระโขนง, กรุงเทพมหานคร, เพื่อนชัชชาติ,",อื่นๆ,เปิดเรื่องใหม่,2022-09-09,14:50 น.,ใช้เวลา 70 วัน 22 ชม.,893,822,,,
2022-H6ZT4V,2022-06-28,19:45 น.,รอรับเรื่อง 894 วันที่แล้ว,,ไฟส่องสว่างทางดับ,"เขตหนองจอก, การไฟฟ้านครหลวง เขตมีนบุรี, การไฟฟ้านครหลวง MEA, เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,เปิดเรื่องใหม่,2022-07-17,11:40 น.,ใช้เวลา 18 วัน 15 ชม.,895,876,,,
2022-K3R4QC,2022-06-28,09:21 น.,รอรับเรื่อง 895 วันที่แล้ว,เขตราษฎร์บูรณะ,สายอะไรก็ไม่รู้หย่อนลงมาจนเวลาเดินจะเกี่ยวคอแล้วค่ะ ยิ่งตอนกลางคืนมืดมาก,"การไฟฟ้านครหลวง เขตราษฎร์บูรณะ, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เขตราษฎร์บูรณะ, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-07-18,13:44 น.,ใช้เวลา 20 วัน 4 ชม.,895,875,,,
2022-EQNWZ7,2022-06-22,17:27 น.,รอรับเรื่อง 900 วันที่แล้ว,,ต้องการแจ้งปัญหา เรื่อง ถนน และ สายไฟฟ้าบริเวณ: ซอยสุวินทวงศ์28/1 ถนนสุวินทวงศ์ แขวงแสนแสบ เขตมีนบุรี1. ถนน: สภาพถนนภายในซอยเป็นดิน ทราย กรวด ไม่ได้รับการทำถนนให้เรียบร้อยมายาวนาน ชาวบ้านอยู่อาศัยมามากกว่า40ปีไม่เคยได้ใช้ถนนที่ดีเลย ยิ่งเวลาฝนตกจะมีน้ำขังเป็นหลุมเป็นบ่อทำให้เดินหรือใช้มอเตอร์ไซค์เข้าซอยลำบาก แม้แต่รถยนต์ยังมีความเสี่ยงที่ล้อรถจะติดในหลุมบ่อที่มีน้ำขัง (ซึ่งเคยเกิดเหตุการณ์นี้มาแล้วบ่อยครั้ง) น่าจะเป็นซอยสุดท้ายของเขตมีนบุรีที่ยังไม่ได้รับการพัฒนาการดำเนินการ: ได้ทำการแจ้งเรื่องไปยังเขตมีนบุรีแล้ว แต่ผ่านมายาวนานก็ยังไม่ได้รับการแก้ไข ติดต่อสอบถามไปก็ได้รับคำตอบแค่ทางเขตทำเรื่องให้แล้ว แต่ยังไม่ได้รับการอนุมัติ2. สายไฟฟ้า: สายไฟฟ้าภายในซอยห้อยระโยงระยางต่ำลงมาถึงพื้น อีกทั้งยังมีการนำสายไฟฟ้าที่ห้อยติดพื้นไปห้อยไว้กับรั้วบ้านประชาชนอีกด้วยการดำเนินการ: แจ้งเรื่องไปยังการไฟฟ้า แต่ได้รับคำตอบว่าไม่ใช่ความรับผิดชอบของการไฟฟ้าเนื่องจากเป็นสายสื่อสาร(สายโทรศัพท์/อินเตอร์เน็ต),"สำนักงาน กสทช. ภาค 2, กองบริการการจำหน่าย การไฟฟ้านครหลวงเขตลาดกระบัง, การไฟฟ้านครหลวง เขตลาดกระบัง, กองบริการผู้ใช้ไฟฟ้า การไฟฟ้านครหลวงเขตลาดกระบัง, การไฟฟ้านครหลวง MEA, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), ฝ่ายโยธา เขตมีนบุรี, เขตมีนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ,",อื่นๆ,เปิดเรื่องใหม่,2023-05-16,12:25 น.,ใช้เวลา 327 วัน 18 ชม.,901,573,,,
2022-NARRVX,2022-06-11,14:08 น.,รอรับเรื่อง 911 วันที่แล้ว,เขตราษฎร์บูรณะ,สายสัญญาณห้องระโยงระยาง,"การไฟฟ้านครหลวง เขตราษฎร์บูรณะ, เขตราษฎร์บูรณะ, สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), การไฟฟ้านครหลวง MEA, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2022-07-27,12:04 น.,ใช้เวลา 45 วัน 21 ชม.,912,866,,,
สถิติรวม,,,,,,,,,,,,,,Median = 822.0,Mean = 674.75,Percentile = 877.2
