ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-LY3VZT,2024-12-03,08:10 น.,รอรับเรื่อง 6 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,วันนี้ก็เหมือนเดิมทำงานตั้งแต่ตี5ขนของขึ้นรถเสียงดังไปบอกให้เบาหน่อยก็ยิ่งดังเหมือนแกล้งแถมเิารถจอดขวางถนนขึ้นของรถเข้าออกไม่ได้ขนาดมอเตอร์ไซด์ยังไปไม่ได้ไปบอกก็ว่ายังไม่เสร็จนี่มันถนนสาธารณะ นะ ไม่สนใจชักสีหน้าใส่จะต้องทนแบบนี้ตลอดไปหรอ,"เขตลาดกระบัง, กองบังคับการตำรวจนครบาล 3 (บก.น.3), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), สน.ลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2024-12-03,12:15 น.,ใช้เวลา 4 ชม. 5 นาที,6,6,,,
2024-HA6TPK,2024-12-01,17:38 น.,รอรับเรื่อง 7 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,ทำไมถึงได้มีการให้จัดงานกันทุกปี ร้องเรียนตลอดทุกปี จัดงานแล้วก็เดือดร้อน ผู้ิอยู่อาศัย มีเครื่องเสียง มีดนตรี ตลอดมันไม่ควรให้มีการจัดงานแบบนี้นะ มันคือ แถบที่พักอาศัย แล้วจัด เป็น 10 วันมีดนตรีทุกวัน มันสมควรมั้ย มันต้องห้ามจัดแล้วไอ้ที่ตรงนี้ ดูแลประชาชนบ้าง,"เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2024-12-01,22:01 น.,ใช้เวลา 4 ชม. 24 นาที,8,8,,,
2024-9H47W6,2024-11-28,11:05 น.,รอรับเรื่อง 11 วันที่แล้ว,เขตลาดกระบัง แขวงลาดกระบัง,ขอให้สำนักงานเขตลงพื้นที่ตรวจสอบร้านอาหารตามหนังสือสำนักอนามัยในรูป โดยเฉพาะจุดที่ร้านจำหน่ายอาหารร้อน เช่นก๋วยเตี๋ยว โจ๊ก ข้าวต้ม ต้มเลือดหมู ฯลฯ ตลอดซอยฉลองกรุง 1 และวิดวะการ์เด็น เพื่อร้านจะได้ใช้จานชามที่ปลอดภัย คุ้มครองผู้บริโภค*ขอยกตัวอย่างร้านให้เขตลงตรวจ คือ เก่งข้าวมันไก่ปากซอย RNP มีชามน้ำซุปเสื่อมสภาพ ควรเปลี่ยนเป็นเมลามีนมาตรฐาน มอก.,"ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, เขตลาดกระบัง, กรุงเทพมหานคร",คุ้มครองผู้บริโภค,เปิดเรื่องใหม่,2024-12-04,15:11 น.,ใช้เวลา 6 วัน 4 ชม.,11,5,,,
2024-HYZFQH,2024-09-19,10:15 น.,รอรับเรื่อง 81 วันที่แล้ว,เขตลาดกระบัง แขวงลำปลาทิว,ถนนพังจราจรเข้าออกลำบากมากน้ำขัง,"เขตลาดกระบัง, ฝ่ายโยธา เขตลาดกระบัง, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,2024-11-27,20:37 น.,ใช้เวลา 69 วัน 10 ชม.,81,12,,,
2024-FR7AQE,2024-09-04,07:49 น.,รอรับเรื่อง 96 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,แจ้งซ้ำเรื่องเดิม,"เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,2024-09-05,14:55 น.,ใช้เวลา 1 วัน 7 ชม.,96,95,,,
2024-PCBYDB,2024-08-29,05:26 น.,รอรับเรื่อง 102 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสองต้นนุ่น,ถนนพัฒนาชนบท3 ลาดกระบังที่เดิม แจ้งไปสี่รอบ ไม่มีอะไรเปลี่ยน ตอนนี้รถเดินเข้ามาเทดิน 24ชม ช่วยเข้ามาทำอะไรได้ไหม นี่ตีสี่ แอบเอาดินเข้ามาเท,"เขตลาดกระบัง, ฝ่ายโยธา เขตลาดกระบัง, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2024-12-02,19:36 น.,ใช้เวลา 95 วัน 14 ชม.,102,7,,,
2024-G9LHGP,2024-06-23,20:37 น.,รอรับเรื่อง 168 วันที่แล้ว,เขตลาดกระบัง แขวงทับยาว,ป้ายหาเสียง,"เขตลาดกระบัง, ฝ่ายเทศกิจ เขตลาดกระบัง, กรุงเทพมหานคร",อื่นๆ,เปิดเรื่องใหม่,2024-08-29,12:19 น.,ใช้เวลา 66 วัน 15 ชม.,169,102,,,
BYW6UK,2024-02-20,09:29 น.,รอรับเรื่อง 293 วันที่แล้ว,เขตลาดกระบัง แขวงคลองสามประเวศ,ปัญหา: บริเวณถนนดังกล่าว ตั้งแต่แยกร่มเกล้าถึงลาดกระบัง ใกล้กับสถานีรถไฟฟ้าแอร์พอร์ต เรล ลิงก์ ลาดกระบัง พบเห็นมีการจราจรติดขัดหนาแน่น เนื่องจากถนนที่บริเวณดังกล่าวจะเชื่อมติดต่อกัน ผู้ร้องต้องการให้หาทางระบายรถออกจากมอเตอร์เวย์ที่จะมุ่งหน้าไปร่มเกล้า เพื่อแก้ไขปัญหาการจราจรติดขัดในช่วงเวลาเช้า-เย็นถนน: ร่มเกล้าเขต: ลาดกระบัง#1555,"สน.ลาดกระบัง, เขตลาดกระบัง, กองบังคับการตำรวจนครบาล 3 (บก.น.3), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",ผิดกฎจราจร,เปิดเรื่องใหม่,2024-05-10,07:44 น.,ใช้เวลา 79 วัน 22 ชม.,293,213,,,
WV4VW7,2024-02-07,22:38 น.,รอรับเรื่อง 305 วันที่แล้ว,เขตลาดกระบัง แขวงลาดกระบัง,ปัญหา: บริเวณสถานีรถไฟฟ้าแอร์พอร์ตลิงค์ ลาดกระบัง พบรถสองแถวจอดคร่อมทางรถไฟขวางทางเข้าออกบริเวณหน้าสถานีถนน: ร่มเกล้าเขต: ลาดกระบัง#1555,"สน.ลาดกระบัง, เขตลาดกระบัง, กองบังคับการตำรวจนครบาล 3 (บก.น.3), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",ผิดกฎจราจร,เปิดเรื่องใหม่,2024-05-10,07:53 น.,ใช้เวลา 92 วัน 9 ชม.,306,213,,,
BCJKWB,2024-02-07,22:35 น.,รอรับเรื่อง 305 วันที่แล้ว,เขตลาดกระบัง แขวงลาดกระบัง,ปัญหา: บริเวณสถานีรถไฟฟ้าแอร์พอร์ตลิงค์ ลาดกระบัง พบรถแท็กซี่วนเข้าไปรับลูกค้าแล้วจอดคาบริเวณวงเวียนทำให้การจราจรติดขัด ถนน: ร่มเกล้าเขต: ลาดกระบัง#1555,"สน.ลาดกระบัง, เขตลาดกระบัง, กองบังคับการตำรวจนครบาล 3 (บก.น.3), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",ผิดกฎจราจร,เปิดเรื่องใหม่,2024-05-10,07:52 น.,ใช้เวลา 92 วัน 9 ชม.,306,213,,,
2023-FUEACT,2023-01-07,07:34 น.,รอรับเรื่อง 702 วันที่แล้ว,เขตลาดกระบัง,รถขนขยะมาทิ้ง ส่งกลิ่นเหม็น ร่วงเกลื่อนถนน ไม่มีการจัดการที่ดีเลย,"เขตลาดกระบัง, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตลาดกระบัง (นายธนะสิทธิ์), ฝ่ายรักษาความสะอาดฯ เขตลาดกระบัง, ฝ่ายเทศกิจ เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,รอรับเรื่อง,2023-01-07,15:14 น.,ใช้เวลา 7 ชม. 40 นาที,702,702,,,
2023-BQVMN2,2023-01-06,22:14 น.,รอรับเรื่อง 702 วันที่แล้ว,เขตลาดกระบัง,ร้องเรียนเรื่องขยะกลิ่นเหม็นกับแมลงวันไม่ใช่เรื่องของตกหล่นบนถนนกับเรื่องฝุ่นละอองค่ะ,"เขตลาดกระบัง, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตลาดกระบัง (นายธนะสิทธิ์), ฝ่ายเทศกิจ เขตลาดกระบัง, ฝ่ายรักษาความสะอาดฯ เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,รอรับเรื่อง,2023-01-07,15:15 น.,ใช้เวลา 17 ชม. 2 นาที,703,702,,,
2023-NKTLBR,2023-01-06,22:04 น.,รอรับเรื่อง 702 วันที่แล้ว,เขตลาดกระบัง,ร้องเรียนเรื่องกลิ่นขยะเหม็นและแมลงวันครับ ไม่ใช่เรื่องวัสดุตกหล่นบนถนนกับฝุ่นละออง,"เขตลาดกระบัง, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตลาดกระบัง (นายธนะสิทธิ์), ฝ่ายเทศกิจ เขตลาดกระบัง, ฝ่ายรักษาความสะอาดฯ เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,รอรับเรื่อง,2023-01-07,15:16 น.,ใช้เวลา 17 ชม. 12 นาที,703,702,,,
2023-A3R7MN,2023-01-06,21:59 น.,รอรับเรื่อง 702 วันที่แล้ว,เขตลาดกระบัง,ร้องเรียนเรื่องกลิ่นเหม็นและเป็นแหล่งที่อยู่อาศัยของสัตว์นำโรค ไม่ใช่เรื่องวัสดุตกหล่นบนถนนค่ะ,"เขตลาดกระบัง, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตลาดกระบัง (นายธนะสิทธิ์), ฝ่ายเทศกิจ เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, ฝ่ายรักษาความสะอาดฯ เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,รอรับเรื่อง,2023-01-07,15:18 น.,ใช้เวลา 17 ชม. 19 นาที,703,702,,,
2023-HALML2,2023-01-06,21:35 น.,รอรับเรื่อง 702 วันที่แล้ว,เขตลาดกระบัง,แจ้งขยะส่งกลิ่นเหม็นและเป็นที่อยู่อาศัยของหนูและแมลงวันจำนวนมากครับ ก่อเกิดมลพิษบริเวณใกล้เคียงเป็นอันตรายกับเด็กเล็กครับ,"เขตลาดกระบัง, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตลาดกระบัง (นายธนะสิทธิ์), ฝ่ายรักษาความสะอาดฯ เขตลาดกระบัง, ฝ่ายเทศกิจ เขตลาดกระบัง, ฝ่ายสิ่งแวดล้อมฯ เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,รอรับเรื่อง,2023-01-07,15:19 น.,ใช้เวลา 17 ชม. 44 นาที,703,702,,,
2022-78HD6T,2022-10-02,01:50 น.,รอรับเรื่อง 799 วันที่แล้ว,เขตลาดกระบัง,สวัสดีค่ะพอดีหนูอยากแจ้งอะไรนิดหน่อยๆค่ะแต่หนูทนมาก็นานพอสมควรค่ะ คือที่บ้านพ่อขับสองแถวค่ะส่วนตัวหนูทำงานร้านสะดวก.ื้อค่ะและหนูทำงานบ่ายถึงเกือบๆห้าทุ่มค่ะถึงบ้านก็เทียงคืน ขอแจ้งนะคะบ้านหนูซอยตันค่ะแต่ท้ายซอยเค้าทำเล้าไก่ค่ะหนูไม่ได้ว่าอะไรเล่นที่บ้านก็เลี้ยงค่ะแต่คนที่มาดูแลหลายๆๆๆคนของเค้านั้นกินเหล้าแทบทุกวันค่ะและตีหนึ่งตีสองมันควรเป็นเวลาพักผ่อนของพ่อแม่หนูที่ต้องออกจากบ้านแต่เช้าตี4-5 ไปวิ่งรถทุกวันต้องมาเจอแล้วหนูก็มาเจอปละทุกวันพ่อจอดรถหน้าบ้างเว้นระยะให้หนูเข้าบ้านได้ง่ายเค้าที่อยู่เล้าไก่ก็จอดปิดค่ะ บางที่ตอนที่หนูจะออกไปทำงานก็จอดปิดประตูบ้านเลยค่ะ บ้างศุกร์หรือเสาร์ก็เปิดเพลงเสียงดังมากตอนเทียงคือตีหนึ่งตีสอง บางวันขึ้นไปนั่งบนรถสองแถวรถพ่อหนูค่ะ ทั้งๆทีพ่อปิดไม่ให้ขึ้นทั้งคนและหมาในซอยค่ะ ที่นั่งบนรถสองแถวเสียหายค่ะเลยปิด หนูเข้าในนะคะว่าเสาร์อาทิตย์วันพักผ่อนแต่มันควรหรอค่ะตีหนึ่งตีสองมาเปิดเพลงเสียงดังกินเหล้าเกือบทุกๆอาทิตย์หรือวันธรรมดาก็มี แบบนี้อะค่ะ จะไปแจ้งความก็ยังไงอยู่นะคะ (เคยได้ยินเค้าพูดเล้าตรงนี้ของคนใหญ่คนโตกล้วค่ะได้แต่ทน) และที่มาแจ้งวันนี้เพราะสงสารชีวิตตัวเองค่ะต้องมาเจออะไรแบบนี้,"สน.ร่มเกล้า, เขตลาดกระบัง, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กองบังคับการตำรวจนครบาล 3 (บก.น.3), กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-10-16,01:44 น.,ใช้เวลา 13 วัน 23 ชม.,799,785,,,
2022-7ERFQX,2022-08-26,18:12 น.,รอรับเรื่อง 835 วันที่แล้ว,เขตลาดกระบัง,ถนนลาดกระบัง ช่วงทางแยก ซอย 30/4 ฝนตกไม่ถึง 10 นาที น้ำขังไปครึ่งถนนแล้ว อยากให้มาดูแลเรื่องการระบายน้ำตรงนี้หน่อยค่ะ,"สำนักการโยธา กทม., สำนักการระบายน้ำ กทม., เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ,",น้ำท่วม,เปิดเรื่องใหม่,2022-09-11,16:17 น.,ใช้เวลา 15 วัน 22 ชม.,836,820,,,
2022-KWHWQU,2022-08-03,12:44 น.,รอรับเรื่อง 858 วันที่แล้ว,เขตลาดกระบัง,ถนนเส้นนี้เมื่อฝนตกจะกลับสภาพเป็นคลองทุกครั้งมีหน่วยงานไหนสามารถแก้ให้ได้บ้าง,"กรมทางหลวง, เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-07,20:05 น.,ใช้เวลา 4 วัน 7 ชม.,859,855,,,
2022-LBDZZG,2022-07-28,14:24 น.,รอรับเรื่อง 864 วันที่แล้ว,เขตสะพานสูง,หมู่บ้านเอื้ออาทรลาดกระบัง 2 เฟส 2 บ้านเลขที่ 1367/27 ห้อง 27 ชั้น 3 ตึก 98 เฟส 2,"เขตสะพานสูง, สน.จรเข้น้อย, เขตลาดกระบัง, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กองบังคับการตำรวจนครบาล 4 (บก.น.4), กรุงเทพมหานคร, เพื่อนชัชชาติ,",อื่นๆ,ส่งต่อ,2023-06-12,20:54 น.,ใช้เวลา 318 วัน 9 ชม.,865,546,,,
