ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-N7PQ4C,7 ก.พ. 67,14:43 น.,รอรับเรื่อง 305 วันที่แล้ว,เขตบางแค แขวงหลักสอง,ทำงานล่าช้า วัสดุหล่นผิวทาง,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, เขตบางแค, เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,2024-02-20,11:05 น.,ใช้เวลา 12 วัน 20 ชม.,293,,,
2024-38RA8G,2 ก.พ. 67,18:45 น.,รอรับเรื่อง 310 วันที่แล้ว,เขตบางแค แขวงหลักสอง,ช่วยตีเส้นถนนกาญจนาภิเษก ตั้งแต่สะพาน แยกมาจากถนนกัลปพฤก ตรงศาลเจ้าพ่อเสือ มองไม่เห็นเลนแล้ว ขับมั่วเลนไปหมด อันตรายมาก ต่างคนต่างแทรก,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,รอรับเรื่อง,2024-02-07,12:09 น.,ใช้เวลา 4 วัน 17 ชม.,306,,,
2024-FVRZ9P,31 ม.ค. 67,18:21 น.,รอรับเรื่อง 312 วันที่แล้ว,เขตบางแค แขวงหลักสอง,อยากให้ช่วยตีเส้นถนนใหม่หน่อยค่ะ ตั้งแต่ลงสะพานมาจากกัลปพฤกษ์ จนถึงสุดเส้นกาญจนาภิเษกก่อนเลี้ยวซ้ายไปเพชรเกษมตรงเดอะมอลล์ บางแค เส้นถนนเลือนลางมาก รถชนบ่อยเพราะแย่งเลนกันค่ะ,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,2024-02-07,12:10 น.,ใช้เวลา 6 วัน 17 ชม.,306,,,
2024-F8Q29A,30 ม.ค. 67,07:15 น.,รอรับเรื่อง 314 วันที่แล้ว,เขตบางแค แขวงหลักสอง,ราวสะพานชำรุด เสี่ยงตกลงทางกลับรถด้านล่าง,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, เพื่อนชัชชาติ, กรุงเทพมหานคร",ความปลอดภัย,รอรับเรื่อง,2024-02-07,12:12 น.,ใช้เวลา 8 วัน 4 ชม.,306,,,
2024-63R2Q2,28 ม.ค. 67,20:46 น.,รอรับเรื่อง 315 วันที่แล้ว,เขตบางแค,ซ่อมฟุตบาท,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,2024-01-30,11:42 น.,ใช้เวลา 1 วัน 14 ชม.,314,,,
AH4JBZ,19 ม.ค. 67,08:36 น.,รอรับเรื่อง 325 วันที่แล้ว,เขตบางแค แขวงหลักสอง,ปัญหา: เนื่องจาก ปัญหายังไม่ได้รับการแก้ไข เรื่อง ได้รับความลำบากมาก จากการจราจรที่ติดขัดมากเนื่องจาก การก่อสร้างถนน และทำไม่ต่อเนื่อง เลขที่อ้างอิง 82GNL9 สถานะกำลังดำเนินการ ผู้ร้องแจ้งข้อมูลเพิ่มเติมว่า เนื่องจากในตอนนี้มีรถติดเป็นจำนวนมาก จึงอยากให้เร่งดำเนินการแก้ไขปัญหาถนน: กาญจนาภิเษกจุดสังเกต: บริเวณถนนกาญจนาภิเษก วงแหวนรอบนอก จากเดอะมอลล์บางแคไปถนนพระราม 2เขต: บางแค#1555,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",ถนน,รอรับเรื่อง,2024-08-22,10:42 น.,ใช้เวลา 216 วัน 2 ชม.,109,,,
2024-C4RP2U,19 ม.ค. 67,08:28 น.,รอรับเรื่อง 325 วันที่แล้ว,เขตบางแค แขวงบางแคเหนือ,คูน้ำบริเวณริมถนนกาญจนาภิเษกมีลักษณะ เน่าเสีย ส่งกลิ่นเหม็น สังเกตเห็นคราบไขมันลอยตัวอยู่ที่ผิวน้ำเป็นจำนวนมาก เคยพบเห็นว่ามีการลอกท่อ 1 ครั้ง แต่หลังจากนั้นกลับส่งกลิ่นเหม็นยิ่งกว่าเดิม รบกวนหน่อยงานที่เกี่ยวข้องช่วยมาจัดการด้วยนะคะ ขอบคุณค่ะ,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, กรมควบคุมมลพิษ, กรุงเทพมหานคร, เพื่อนชัชชาติ",ขยะ,รอรับเรื่อง,2024-02-09,12:11 น.,ใช้เวลา 21 วัน 3 ชม.,304,,,
2023-LA2QE2,24 ธ.ค. 66,16:25 น.,รอรับเรื่อง 350 วันที่แล้ว,เขตบางแค แขวงหลักสอง,ถนนวงแหวนกาญจนา ทำถนนมานานเป็นปีๆ ล่าสุดเวลาเลิกงาน 2-3 ทุ่ม ปิดเส้นทางหลัก ให้เดินเล่นคู่ขนาด รถติดมากๆ รถบรรทุกก็เยอะ เสียเวลาเป็นชั่วโมง เส้นนี้ก่อสร้างก็ทำช้า คนใช้ก็เยอะ ช่วงเร่งทีครับ ปีใหม่แล้วยังไม่ถึงไหนเลย,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2024-02-09,12:29 น.,ใช้เวลา 46 วัน 20 ชม.,304,,,
2023-GZNLVC,2 ธ.ค. 66,10:05 น.,รอรับเรื่อง 373 วันที่แล้ว,เขตบางแค แขวงหลักสอง,ไม่แสดงรายละเอียด,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, เขตบางแค, กรุงเทพโปร่งใส, กรุงเทพมหานคร",ทุจริต,รอรับเรื่อง,2023-12-19,14:47 น.,ใช้เวลา 17 วัน 4 ชม.,356,,,
2023-F43NZF,1 ต.ค. 66,13:18 น.,รอรับเรื่อง 435 วันที่แล้ว,เขตบางแค แขวงบางไผ่,ใช้ฟุตบาทจอดรถ ขายรถมือสอง,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,รอรับเรื่อง,2023-10-03,10:33 น.,ใช้เวลา 1 วัน 21 ชม.,433,,,
2023-9BBWAR,17 ส.ค. 66,15:45 น.,รอรับเรื่อง 479 วันที่แล้ว,เขตบางแค แขวงบางไผ่,เต้นท์รถมือสอง ใช้ฟุตบาทมาจอดรถขายรถของตัวเอง,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,รอรับเรื่อง,2023-08-21,16:44 น.,ใช้เวลา 4 วัน 1 ชม.,476,,,
2023-BWBZ6Q,29 ก.ค. 66,18:30 น.,รอรับเรื่อง 498 วันที่แล้ว,เขตบางแค แขวงบางแคเหนือ,ตรงสะพานข้ามแยกบางแค เส้นแบ่งเลนไม่มีเลยครับ มีแต่จางมากเลย อันตรายมากครับ เพราะแต่ละคันขับมั่วกันไปหมดเลย,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",ต้นไม้,รอรับเรื่อง,2023-08-01,16:18 น.,ใช้เวลา 2 วัน 21 ชม.,496,,,
2023-NAUNNG,11 ก.ค. 66,15:09 น.,รอรับเรื่อง 516 วันที่แล้ว,เขตบางแค แขวงบางแค,ทางแยกออกคู่ขนานจุดนี้ ทำไมต้องทำแยกออกซ้ายตรงสะพานพอดี มันทำให้เป็นคอขวดเบียดรถขวามือตลอด จนเป็นเหตุให้รถติดจุดนี้ตลอดเวลา พอพ้นจุดนี้แล้วรถวิ่งฉิว,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",ต้นไม้,รอรับเรื่อง,2023-07-14,13:58 น.,ใช้เวลา 2 วัน 22 ชม.,514,,,
2023-86G2DL,11 ก.ค. 66,12:46 น.,รอรับเรื่อง 517 วันที่แล้ว,เขตบางแค แขวงบางแคเหนือ,ไฟเตือนแนวก่อสร้างไม่มี ในช่วงทางโค้งด้วย หักหลบกันบ่อยๆ,"แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,รอรับเรื่อง,2023-07-17,07:13 น.,ใช้เวลา 5 วัน 18 ชม.,511,,,
6UC6PB,4 ก.ค. 66,17:22 น.,รอรับเรื่อง 523 วันที่แล้ว,เขตบางแค แขวงบางไผ่,ปัญหา: ประชาชนแจ้งว่า ต้องการให้ย้ายป้ายรถเมลล์กลับมาจุดเดิม เนื่องจากไม่ได้รับความสะดวกจุดป้ายใหม่ปัญหาก็คือ ถนนพุทธมณฑลสาย2 จุดที่มีปัญหา ซอย 11 มันเป็นทางเข้าไปซึ่งจะไปได้หลายๆจุด ซึ่งมันไม่ใช่ซอยตัน ในตอนเช้ามาจะปกติมีป้ายรถเมล์อยู่ เวลาออกจากซอยทางซ้ายมือตัวเองจะแล้วเลี้ยวไปขึ้นรถเมล์ทางซ้ายมือซึ่งจะสะดวก ไปตามถนน ทีนี้ทางเส้นถนนมณฑลมีคนมาใช้บริการกันเยอะ เพราะในซอกซอยจะตัดไปเส้นทางอื่นๆได้ ต่อมากระเป๋ารถเมล์บอกว่า เขาย้ายป้ายรถเมล์ไปอีกฝั่ง กลายเป็นว่า ประชาชนที่มาใช้ป้ายรถเมล์ จะต้องข้ามไฟแดงซึ่งเป็นถนนสวนทาง ซึ่งตรงนั้นมีวินมอเตอร์ไซต์ มีเซเว่น กลายเป็นว่ามีในบริเวณนั้นคนเยอะ และไฟแดงตรงจุดนี้ มันเสี่ยงที่ว่า อีกฝั่งเป็นไฟเขียว จะข้ามถนนไม่สะดวก และถนนพุทธมลฑลสาย 2 มีป้ายรถเมล์น้อยมาก อยากให้ขยับให้ขยับออกไป 2-3 เมตรจากที่เดิมจะดีกว่าหรือไม่ซอย: พุทธมณฑลสาย2 ซอย11ถนน: พุทธมณฑลสาย2จุดสังเกต: ป้ายรถเมล์พุทธมณฑลสาย2 หน้าปากซอย11 เขต: บางแค#1555,"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), เขตบางแค, กรมการขนส่งทางบก, รองปลัดฯ นายณรงค์ เรืองศรี, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",จุดเสี่ยง,เปิดเรื่องใหม่,2023-07-24,20:20 น.,ใช้เวลา 20 วัน 2 ชม.,504,,,
2023-NTK8VE,24 พ.ค. 66,07:56 น.,รอรับเรื่อง 565 วันที่แล้ว,เขตบางแค แขวงบางแคเหนือ,จุดกลับรถบริเวณซอย เพชรเกษม65/1 ในช่วงเวลาเช้าของทุกวันใช้เวลาในการกลับรถนานกว่า20นาที ซึ่งไม่เคยได้รับการแก้ไข้ อยากให้เข้ามาตรวจสอบ เพราะว่าระยะทางสั้นมาก แต่ใช้เวลานานมาก เป็นแบบนี้ทุกวัน,"สน.หลักสอง, เขตบางแค, ปัญหาที่ต้องแก้เชิงนโยบาย, กองบังคับการตำรวจนครบาล 9 (บก.น.9), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ",ต้นไม้,เปิดเรื่องใหม่,2023-07-30,16:10 น.,ใช้เวลา 67 วัน 8 ชม.,498,,,
2023-GTDM26,15 พ.ค. 66,19:31 น.,รอรับเรื่อง 573 วันที่แล้ว,เขตบางแค แขวงบางแค,ไหล่ทางมีฝุ่นแดงฟุ้งกระจาย,"กรมทางหลวงชนบท กระทรวงคมนาคม, สำนักสิ่งแวดล้อม กทม., เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",ฝุ่นควัน&กลิ่น&PM2.5,เปิดเรื่องใหม่,2023-06-29,19:15 น.,ใช้เวลา 44 วัน 23 ชม.,529,,,
2023-F87L3D,2 พ.ค. 66,07:02 น.,รอรับเรื่อง 587 วันที่แล้ว,เขตบางแค แขวงหลักสอง,จราจรตื่นหรือยัง รถติดแต่จราจรหาย,"สน.หลักสอง, เขตบางแค, ปัญหาที่ต้องแก้เชิงนโยบาย, กองบังคับการตำรวจนครบาล 9 (บก.น.9), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ",ต้นไม้,เปิดเรื่องใหม่,2023-05-03,09:27 น.,ใช้เวลา 1 วัน 2 ชม.,586,,,
2023-H674FM,9 มี.ค. 66,18:20 น.,รอรับเรื่อง 640 วันที่แล้ว,เขตบางแค แขวงบางไผ่,พื้นทางเดินริมถนนกาญจนาภิเษกยุบ,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,รอรับเรื่อง,2024-02-22,14:30 น.,ใช้เวลา 349 วัน 20 ชม.,291,,,
2023-EP6EV7,21 ก.พ. 66,07:32 น.,รอรับเรื่อง 657 วันที่แล้ว,เขตบางแค,รถจอดกีดขวางส่งผู้โดยสาร จราจรหายหัว,"สน.หลักสอง, เขตบางแค, ปัญหาที่ต้องแก้เชิงนโยบาย, กองบังคับการตำรวจนครบาล 9 (บก.น.9), สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ",ผิดกฎจราจร,เปิดเรื่องใหม่,2023-02-21,18:01 น.,ใช้เวลา 10 ชม. 30 นาที,657,,,
2023-C4CP3H,24 ม.ค. 66,17:59 น.,รอรับเรื่อง 684 วันที่แล้ว,เขตบางแค,รถติดยาว ถนนกาญจนาภิเษก ออกเพชรเกษม จราจรไปไหน รู้ไหมว่ารถติด,"สน.หลักสอง, เขตบางแค, ปัญหาที่ต้องแก้เชิงนโยบาย, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบังคับการตำรวจนครบาล 9 (บก.น.9), กองบัญชาการตำรวจนครบาล (บช.น.), กรุงเทพมหานคร, เพื่อนชัชชาติ",เสนอแนะ,เปิดเรื่องใหม่,2023-01-25,15:56 น.,ใช้เวลา 21 ชม. 57 นาที,684,,,
2022-GCG6TX,7 ต.ค. 65,10:18 น.,รอรับเรื่อง 794 วันที่แล้ว,เขตบางแค,แจ้งเรื่องไป3ครั้งแล้ว ไม่มีหต่วยงานใดมาจัดการ จอดรถเรียงกันบนถนนสาธารณะ ขวางทางรถที่สัญจรไปมา จอดทั้งวันทั้งคืนทุกวันเลยคะ ทำให้มีปัญหารถติดในซอย เพราะพ่อแม่ไปส่งลูกที่โรงเรียนอัสสัมชัญธนบุรี(แจ้งเรื่องไปแล้ว ยังไม่มีหน่วยงานใดมาจัดการเลย,"สน.หลักสอง, เขตบางแค, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), ปัญหาที่ต้องแก้เชิงนโยบาย, กองบังคับการตำรวจนครบาล 9 (บก.น.9), กรุงเทพมหานคร, เพื่อนชัชชาติ",ผิดกฎจราจร,เปิดเรื่องใหม่,2022-10-12,08:43 น.,ใช้เวลา 4 วัน 22 ชม.,789,,,
2022-N8RXAY,21 ก.ย. 65,13:04 น.,รอรับเรื่อง 810 วันที่แล้ว,เขตบางแค,ไม่แสดงรายละเอียด,"สน.หลักสอง, เขตบางแค, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กองบังคับการตำรวจนครบาล 7 (บก.น.7), ปัญหาที่ต้องแก้เชิงนโยบาย, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-09-21,17:43 น.,ใช้เวลา 4 ชม. 40 นาที,810,,,
2022-BZ8TLB,4 ก.ค. 65,08:14 น.,รอรับเรื่อง 889 วันที่แล้ว,เขตบางแค,ผมด้รับสิทธิผู้ค้าในตลาดนัดสวนจำปี (เพชรเกษม 69) โครงการสร้างตลาดนัดได้ดำเนินแล้วแต่หยุดไป อยากวิงวอนขอให้ช่วยส่งเสริมที่ทำมาหากินให้กับประชาชนยุกปากกัดตีนถีบด้วยครับ ขอให้พิจารณาผู้ที่เคยจับฉลากและได้สิทธิ์ก่อนเพื่อความยุติธรรมครับ ผู้รับผิดชอบ : กรุงเทพมหานคร ครับ … ขอบคุณครับ,"สำนักงานตลาดกรุงเทพมหานคร, กรุงเทพมหานคร, เขตบางแค, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-02,11:13 น.,ใช้เวลา 29 วัน 2 ชม.,860,,,
2022-H8PR72,3 ก.ค. 65,16:57 น.,รอรับเรื่อง 889 วันที่แล้ว,เขตบางแค,ชิงช้าเสีย ที่สวนบางแคภิรมย์,"สำนักสิ่งแวดล้อม กทม., กรุงเทพมหานคร, เขตบางแค, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-07-06,17:52 น.,ใช้เวลา 3 วัน,887,,,
สถิติรวม,,,,,,,,,,,,,Median = 306.0,Mean = 367.51428571428573,Percentile = 747.0000000000001
