ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2023-NKYNW9,2023-06-09,16:47 น.,รอรับเรื่อง 548 วันที่แล้ว,เขตดอนเมือง แขวงสนามบิน,พื้นทางเดินชำรุดครับ,"กรมทางหลวง, เขตสายไหม, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2023-06-12,16:06 น.,ใช้เวลา 2 วัน 23 ชม.,549,546,,,
2023-BWL6LT,2023-06-04,23:00 น.,รอรับเรื่อง 553 วันที่แล้ว,,พื้นถนนต่างระดับ และชำรุด สร้างความอันตรายให้กับรถยนต์และจักรยานยนต์ที่ผ่านไปมา โดยเฉพาะช่วงฝนตกจะมีน้ำท่วมขังและไม่เห็นว่าถนนต่างระดับ,"กรมทางหลวง, เขตประเวศ, เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,2023-06-07,09:51 น.,ใช้เวลา 2 วัน 10 ชม.,554,551,,,
2023-FH8MKL,2023-05-06,12:49 น.,รอรับเรื่อง 582 วันที่แล้ว,เขตจตุจักร แขวงจอมพล,ทางฟุตบาทเสียหายไม่สามารถเดินได้,"กรมทางหลวง, เขตจตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2023-07-22,13:18 น.,ใช้เวลา 77 วัน,583,506,,,
2023-L82XC6,2023-05-05,16:37 น.,รอรับเรื่อง 583 วันที่แล้ว,เขตบางขุนเทียน,แจ้งร้องเรียนพนักงานกรมทางหลวงคุณปาริฉัตรไม่ตอบกลับผลการเำเนินการตามที่ได้แจ้งค่ะ ขอร้องเรียนการปฎิบัติหน้าที่เรื่องคุณวาณิช ละเลยการปฎิบัติหน้าที่ค่ะ,"กรมทางหลวง, เขตบางขุนเทียน, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2023-07-03,18:19 น.,ใช้เวลา 59 วัน 1 ชม.,584,525,,,
JAE937,2023-05-04,13:22 น.,รอรับเรื่อง 584 วันที่แล้ว,เขตจตุจักร แขวงจอมพล,ปัญหา : สะพาน เนื่องจาก สะพานข้ามคลองส่งน้ำ สร้างไม่เสร็จสักที เกือบปีแล้ว ทำให้เหลือช่องทางเข้าซอยแค่ 1 เลน เหล็กที่ปูพื้นถนนไว้ ตรงหัวมุมมันเปิดขึ้น ถ้ายางรถไปกระแทก อาจจะทำให้ยางแตกได้ ทำให้ต้องเบี่ยงหลบเข้าเลนขวา แต่รถที่จะออกจากซอยก็ออกไม่ได้เหมือนกัน พยายามติดต่อกับฝ่ายโยธา แต่ไม่มีคนรับสายเลย ขอให้ดำเนินการตรวจสอบและแก้ไขปัญหานี้ด้วยจุดเกิดเหตุ : (สถานที่สำคัญ / จุดสังเกต) บริเวณซอยวิภาวดีรังสิต 16ถนน : วิภาวดีรังสิตแขวง : จอมพล เขต : จตุจักร#1555,"กรมทางหลวง, เขตจตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",จุดเสี่ยง,เปิดเรื่องใหม่,2023-09-14,20:43 น.,ใช้เวลา 133 วัน 7 ชม.,585,452,,,
2023-9CMW4H,2023-03-26,21:16 น.,รอรับเรื่อง 623 วันที่แล้ว,เขตจตุจักร,หน้ากรมยุทธโยธาเเยกเกษตร 1ไฟถนนดับ3-4ดวง มาเป็นชาติเเล้วเเจ้งไป 3-4 รอบ ไม่มีการตอบกลับ 2.ฝาท่อเหล็ก กลางถนน ตรงเเยกเกษตร เป็นหลุมลงไปจะทะลุเเล้ว มอไซตกทีมีจุก อยุ่เเถวๆป้อมตำรวจจราจรเลย,"กรมทางหลวง, เขตจตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ",ต้นไม้,เปิดเรื่องใหม่,2023-04-01,05:22 น.,ใช้เวลา 5 วัน 8 ชม.,624,618,,,
2023-H674FM,2023-03-09,18:20 น.,รอรับเรื่อง 640 วันที่แล้ว,เขตบางแค แขวงบางไผ่,พื้นทางเดินริมถนนกาญจนาภิเษกยุบ,"แขวงทางหลวงธนบุรี กรมทางหลวง, กรมทางหลวง, เขตบางแค, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,รอรับเรื่อง,2024-02-22,14:30 น.,ใช้เวลา 349 วัน 20 ชม.,641,291,,,
2023-6R4GFT,2023-03-02,05:20 น.,รอรับเรื่อง 648 วันที่แล้ว,เขตราษฎร์บูรณะ แขวงราษฎร์บูรณะ,ไฟบนสะพานลอยหน้าบริษัททรูถนนสุขสวัสดิ์เสียเกือบหมด ติดแค่ดวงเดียว,"กรมทางหลวง, เขตราษฎร์บูรณะ, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2023-05-17,07:01 น.,ใช้เวลา 76 วัน 1 ชม.,648,572,,,
LXPHAX,2023-02-28,20:12 น.,รอรับเรื่อง 649 วันที่แล้ว,เขตบึงกุ่ม แขวงคลองกุ่ม,‘กรุณาอ่านข้อมูลบรรยายประกอบการปักหมุด’* ปัญหา : ไฟฟ้าส่องสว่างสาธารณะดับ บริเวณหน้าบ้านเลขที่3/1 เลขที่เสา R9-33//สามารถโทรติดต่อผู้แจ้งได้//* จุดเกิดเหตุ : หน้าบ้านเลขที่3/1 ติดกับถนนประเสริฐมนูกิจ* บ้านเลขที่ : 3/1* ซอย : -* ถนน : ประเสริฐมนูกิจ* เขต : บึงกุ่ม* แขวง : คลองกุ่ม#1555,"กรมทางหลวง, เขตบึงกุ่ม, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",อื่นๆ,เปิดเรื่องใหม่,2023-08-06,18:27 น.,ใช้เวลา 158 วัน 22 ชม.,650,491,,,
2023-C7Y2M3,2023-02-24,12:01 น.,รอรับเรื่อง 653 วันที่แล้ว,เขตบางเขน แขวงอนุสาวรีย์,มีการนำแผ่นเหล็กมากั้นกีดขวางทางเท้าบริเวณหน้าเซ็นทรัลรามอินทรา,"กรมทางหลวง, เขตบางเขน, เพื่อนชัชชาติ, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,2023-03-22,19:22 น.,ใช้เวลา 26 วัน 7 ชม.,654,628,,,
2023-BCMR2K,2023-02-04,19:32 น.,รอรับเรื่อง 673 วันที่แล้ว,เขตบางนา แขวงบางนา,ท่อของห้างขวางคนเดินเท้า,"เขตบางนา, กรมทางหลวง, เพื่อนชัชชาติ, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,2023-03-25,10:40 น.,ใช้เวลา 48 วัน 15 ชม.,674,625,,,
M9P83W,2023-01-26,12:25 น.,รอรับเรื่อง 682 วันที่แล้ว,แขวงลำผักชี,ปัญหา: 1. ไฟในศาลารอรถ เปิดไม่ติด จุดเกิดเหตุ: ฝั่งขาออก บ้านเลขที่:- ซอย:สุวินทวงศ์45 ถนน:- เขต:-#1555,"กรมทางหลวง, เขตหนองจอก, กรุงเทพมหานคร, เพื่อนชัชชาติ, ร้องทุกข์ กทม. 1555",อื่นๆ,เปิดเรื่องใหม่,2024-01-06,09:34 น.,ใช้เวลา 344 วัน 21 ชม.,683,338,,,
2022-6GFF4B,2022-12-25,15:42 น.,รอรับเรื่อง 714 วันที่แล้ว,เขตบางนา,หกล้มเป็นแผล ไม่ได้หาหมอ,"กรมทางหลวง, เขตบางนา, กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร), ผอ.เขตบางนา (นางประภัสสร), เพื่อนชัชชาติ, กรุงเทพมหานคร",ขอความช่วยเหลือ,เปิดเรื่องใหม่,2023-01-27,20:07 น.,ใช้เวลา 33 วัน 4 ชม.,715,682,,,
2022-CAXBPE,2022-11-21,18:11 น.,รอรับเรื่อง 748 วันที่แล้ว,เขตบางนา,ฝาท่อระบายน้ำชำรุด,"เขตบางนา, กรมทางหลวง, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2022-11-22,10:19 น.,ใช้เวลา 16 ชม. 9 นาที,749,748,,,
2022-3H9B7K,2022-11-10,14:17 น.,รอรับเรื่อง 759 วันที่แล้ว,เขตราษฎร์บูรณะ,ฟุตบาทมันหยุบลงไป ทำให้คนเดินผ่านไปมาตกหลุม หัวกระแทกร้านชานม บางวันก็มีน้ำผุดขึ้นมาด้วย,"กรมทางหลวง, เขตราษฎร์บูรณะ, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2022-11-23,11:19 น.,ใช้เวลา 12 วัน 21 ชม.,760,747,,,
2022-KV2GA9,2022-10-30,22:14 น.,รอรับเรื่อง 770 วันที่แล้ว,,ไฟสะพายลอยไม่ติดเลย มืดมากอันตราย แจ้งไปรอบนี้รอบที่3 แล้ว(กล้องไอโฟนมีโหมดกลางคืน สถานที่จริงมืดมาก น่ากลัว) สะพายลอยป้ายรถเมล์กม.6ตรงปั๊มคาลเท็ก,"เขตคันนายาว, กรมทางหลวง, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-11-03,13:42 น.,ใช้เวลา 3 วัน 7 ชม.,771,767,,,
2022-VHZLAW,2022-10-18,21:10 น.,รอรับเรื่อง 782 วันที่แล้ว,,ไฟส่องสว่างบนสะพานช้าม ยกสุวินทวงศ์ดับ,"เขตมีนบุรี, กรมทางหลวง, กรุงเทพมหานคร, เพื่อนชัชชาติ",ผิดกฎจราจร,เปิดเรื่องใหม่,2022-10-20,10:10 น.,ใช้เวลา 1 วัน 13 ชม.,783,781,,,
2022-MNFN2E,2022-09-21,00:21 น.,รอรับเรื่อง 810 วันที่แล้ว,เขตบางนา,ฟุตปาธพัง และมีสายห้อยย้อย,"กรมทางหลวง, เขตบางนา, กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร), ผอ.เขตบางนา (นางประภัสสร), เพื่อนชัชชาติ, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,2022-11-08,18:34 น.,ใช้เวลา 48 วัน 18 ชม.,810,762,,,
2022-6T7AE3,2022-09-02,07:52 น.,รอรับเรื่อง 829 วันที่แล้ว,เขตบางนา,ขออนุญาตแจ้งถนนเป็นหลุมบ่อ เสี่ยงอันตรายกับผู้ใช้รถ โดยเฉพาะ จักรยาน และ จักรยานยนต์*ถนนสรรพาวุธ บางนา เลนซ้าย มุ่งหน้าไปแยกอุดมสุข,"กรมทางหลวง, เขตบางนา, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2023-08-04,10:54 น.,ใช้เวลา 336 วัน 3 ชม.,829,493,,,
2022-MCPEQU,2022-08-31,20:18 น.,รอรับเรื่อง 830 วันที่แล้ว,เขตบางเขน,ขอฝากเรื่องนะคะ ปากซอยรามอินทรา 5 ตรงป้ายรถเมล์ช่วงกลางคืน ระหว่างเดินจากป้ายรถเมล์ย้อนลงมาเข้าซอย มืดมากเลยค่ะ และช่วงใต้สะพานลอย มืด น่ากลัวมาก รบกวนด้วยนะคะ เพราะเคยแจ้งไปในเพจสำนักงานเขตบางเขน แต่ไม่ได้รับการแก้ไข,"เขตบางเขน, กรมทางหลวง, กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2022-09-05,09:30 น.,ใช้เวลา 4 วัน 13 ชม.,831,826,,,
2022-QWUTF2,2022-08-05,14:12 น.,รอรับเรื่อง 856 วันที่แล้ว,เขตบางนา,"ช่วงที่ผ่านมาน้ำท่วมขึ้นมาสูงแล้วรถยนต์, มอร์เตอร์ไซด์ และ ประชาชนที่เดินผ่านได้รับอันตราย เยื่องจากฝาท่อชำรุดหนักมาก เข้าจากทางบางนาตราด31ตรงเข้าไปจะเจอซอยเล็กๆซอยแรกเรียบคลองค่ะ","เขตบางนา, กรมทางหลวง, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-08-10,15:24 น.,ใช้เวลา 5 วัน 1 ชม.,857,852,,,
2022-KWHWQU,2022-08-03,12:44 น.,รอรับเรื่อง 858 วันที่แล้ว,เขตลาดกระบัง,ถนนเส้นนี้เมื่อฝนตกจะกลับสภาพเป็นคลองทุกครั้งมีหน่วยงานไหนสามารถแก้ให้ได้บ้าง,"กรมทางหลวง, เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-07,20:05 น.,ใช้เวลา 4 วัน 7 ชม.,859,855,,,
2022-3GTXE8,2022-07-27,16:44 น.,รอรับเรื่อง 865 วันที่แล้ว,เขตลาดกระบัง,อยากสอบถามเรื่องสะพานกลับรถตรงคู่ขนานที่ออกจากร่มเกล้าเพื่อเข้าสนามบินสุวรรณภูมิ ทำไมต้องบินทางไม่ให้เข้าค่ะ ถ้าเปิดเหมือนเมื่อก่อนน่าจะแก้ปัญหารถติดได้ นี่ขยายถนนเสร็จแล้วปิดถ้าคนออกจากแยกร่มเกล้าเข้าคู่ขนานเพื่อจะไปสนามบินสุวรรณภูมิต้องไปกลับรถถึงแยกประเวศ ไม่ก็ต้องเลยไปกลับตรงศรีนครินทร์เลย,"เขตลาดกระบัง, กรมทางหลวง, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-07-31,19:43 น.,ใช้เวลา 4 วัน 2 ชม.,866,862,,,
2022-NHAABU,2022-07-15,20:08 น.,รอรับเรื่อง 877 วันที่แล้ว,เขตคันนายาว,ไฟดับทั้งสายค่ะ,"กรมทางหลวง, เขตคันนายาว, เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,เปิดเรื่องใหม่,2022-07-21,15:18 น.,ใช้เวลา 5 วัน 19 ชม.,878,872,,,
2022-82UKDR,2022-06-26,20:56 น.,รอรับเรื่อง 896 วันที่แล้ว,เขตราษฎร์บูรณะ,"อยากให้ปรับปรุงเส้นจราจร ให้ 2 เลนซ้ายมีขนาดลดลง, และปรับให้ 2 เลนขวากลายเป็น 3 เลน, เพื่อให้การจราจรไหลลื่น และไม่จูงใจให้คนมาแทรกเลน","กรมทางหลวง, สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), กรุงเทพมหานคร, เขตราษฎร์บูรณะ, เพื่อนชัชชาติ",ผิดกฎจราจร,เปิดเรื่องใหม่,2022-07-28,22:54 น.,ใช้เวลา 32 วัน 1 ชม.,897,865,,,
2022-8PEBR4,2022-06-25,20:53 น.,รอรับเรื่อง 897 วันที่แล้ว,เขตลาดกระบัง,พื้นที่ ข้างหน้าซอยร่มเกล้า 52/1 หนูอยากให้มีสัณญาณข้ามถนน ทางเท้าม้าลาย ทุกวันข้ามแล้วอันตรายมากก อาศัยความมีน้ำใจของรถที่หยุดให้ แต่น้อยครั้งจะหยุด รถวิ่งเร็วมากก เกิดอุบัติเหตุบ่อย มีข้ามสะพานลอยก็จริงแต่ก็เดินไกลมากไม่รู้จะแจ้งใคร อยากเดินทางไปสอนหนังสือแบบปลอดภัย,"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), สำนักงานวิศวกรรมจราจร สวจ. สจส., กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตลาดกระบัง (นายธนะสิทธิ์), กรมทางหลวง, ส่วนออกแบบระบบการจราจร, เพื่อนชัชชาติ, เขตลาดกระบัง, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,2023-03-31,09:27 น.,ใช้เวลา 278 วัน 12 ชม.,898,619,,,
2022-EFPCCB,2022-06-20,16:02 น.,รอรับเรื่อง 902 วันที่แล้ว,,เรื่องที่แจ้งไป ไหนบอกแก้ไขแล้ว พึ่งขับรถผ่านยังเหมือนเดิมค่ะ ไฟเขียวฝั่งซ้ายของสัญญาณจราจรเสาต้นที่ตั้งพื้นติดกับป้อมจราจร ยังใช้งานไม่ได้ จากรูป ตามที่วงกลม พึ่งถ่ายตามเวลาเลยค่ะ,"กรมทางหลวงชนบท กระทรวงคมนาคม, กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร), ผอ.เขตยานนาวา (น.ส.วรุณลักษม์), กรมทางหลวง, กรุงเทพมหานคร, เขตยานนาวา, เพื่อนชัชชาติ",ผิดกฎจราจร,เปิดเรื่องใหม่,2022-12-09,11:14 น.,ใช้เวลา 171 วัน 19 ชม.,903,731,,,
2022-32AZFH,2022-06-20,00:23 น.,รอรับเรื่อง 903 วันที่แล้ว,เขตบางขุนเทียน,1. ไฟมืดมากค่ะ ตอนกลางคืน ต้องทำงานกลับบ้านดึก อันตรายมากค่ะ มองไม่เห็นทางเลย บริเวณฝั่งตรงข้ามเขตบางขุนเทียน พระราม2 ซอย55 แถวปากซอยก็มีวงเหล้า และสุนัขปล่อยมา 3-4 ตัวอยู่หน้าหมู่บ้าน เห่า ไล่ขู่คนที่จะเข้าหมู่บ้าน ทางเข้าพระราม2 ซอย552.ภาพถ่าย ณ พระราม2 ซอย55 เวลาประมาณ 21:00 ดิฉันกลับช่วง 19:00-22:00 มืดๆน่ากลัวแบบนี้ทุกวัน นานๆจะมีคนเดินสัก 1-2 คน ซึ่งไม่ทราบว่าไฟฟ้าดับนานแค่ไหน เพราะเดือนมิถุนายนนี้ดิฉันเพิ่งเดินทางด้วยรถสาธารณะเนื่องจากน้ำมันแพง,"กรมทางหลวง, แขวงทางหลวงธนบุรี กรมทางหลวง, เขตบางขุนเทียน, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-06-28,01:28 น.,ใช้เวลา 8 วัน 1 ชม.,903,895,,,
2022-4BYP3E,2022-06-18,15:25 น.,รอรับเรื่อง 904 วันที่แล้ว,เขตลาดกระบัง,แยกสุขสมาน ลาดกระบัง น้ำนองตรงทางท้าลายแล้วตะไคร้น้ำขึ้นด้วยค่ะ ต้องระวังทั้งรถตอนข้าม ระวังน้ำและถนนลื่นจากตะไคร้ด้วยค่ะ เป็นมานานแล้ว น้ำเหมือนไหลย้อนมาจากท่อระบายน้ำ พอฝนตกน้ำท่วมขัง ท่วมมิดเท้าเลยค่ะ,"กรมทางหลวง, สำนักการระบายน้ำ กทม., กรุงเทพมหานคร, เขตลาดกระบัง, เพื่อนชัชชาติ",น้ำท่วม,เปิดเรื่องใหม่,2022-06-27,00:07 น.,ใช้เวลา 8 วัน 8 ชม.,905,896,,,
2022-FR6MVD,2022-06-16,23:36 น.,รอรับเรื่อง 906 วันที่แล้ว,เขตจตุจักร,บริเวรถนนวิภาวดีใกล้ป้ายสุดเขตจตุจักรไฟส่องส่องถนนไม่ติดครับ,"กรมทางหลวง, เขตจตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-07-25,10:30 น.,ใช้เวลา 38 วัน 10 ชม.,907,868,,,
2022-LUHE4F,2022-06-14,18:18 น.,รอรับเรื่อง 908 วันที่แล้ว,เขตลาดกระบัง,ขอแจ้งเรื่องที่จอดรถตรง Airport Rail Link ลาดกระบังค่ะ - พื้นเป็นหลุมเป็นบ่อ - เวลาฝนตก จะมีน้ำขัง และเละเทะเป็นโคลน ทำให้รถจอดไม่ได้อยากให้หน่วยงานที่เกี่ยวข้องเข้ามาดูแลและปรับปรุงพื้นที่หน่อยค่ะ จะเทหินเพื่อไม่ให้พื้นเละเทะจนจอดรถไม่ได้เท่านี้ก็ได้ค่ะ เพราะบางช่วงสามารถจอดรถได้2-3คันเลยแต่พื้นเละเป็นโคลนทำให้รถเข้าจอดไม่ได้,"กรมทางหลวง, กรุงเทพมหานคร, เขตลาดกระบัง, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-07-06,08:53 น.,ใช้เวลา 21 วัน 14 ชม.,909,887,,,
