ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2023-82XZXQ,2023-03-15,09:09 น.,รอรับเรื่อง 635 วันที่แล้ว,เขตตลิ่งชัน,ทางเท้าเเละขอบทางเท้าเเตก,"กรมทางหลวงชนบท กระทรวงคมนาคม, สำนักการโยธา กทม., เขตตลิ่งชัน, เพื่อนชัชชาติ, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,2023-04-18,10:12 น.,ใช้เวลา 34 วัน 1 ชม.,635,601,,,
2022-NLCXZE,2022-09-01,22:14 น.,รอรับเรื่อง 829 วันที่แล้ว,เขตบางกะปิ,พื้นฟุตบาตยุบเสียหาย อาจเป็นอันตรายกับคนเดินเท้าได้ (บริเวณปากซอยลาดพร้าว 101 ฝั่งตลาด),"การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม., ฝ่ายโยธา เขตบางกะปิ, สำนักการโยธา กทม., เขตบางกะปิ, กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี), ผอ.เขตบางกะปิ (นายไพรัตน์), กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2023-07-30,17:43 น.,ใช้เวลา 331 วัน 19 ชม.,830,498,,,
2022-7ERFQX,2022-08-26,18:12 น.,รอรับเรื่อง 835 วันที่แล้ว,เขตลาดกระบัง,ถนนลาดกระบัง ช่วงทางแยก ซอย 30/4 ฝนตกไม่ถึง 10 นาที น้ำขังไปครึ่งถนนแล้ว อยากให้มาดูแลเรื่องการระบายน้ำตรงนี้หน่อยค่ะ,"สำนักการโยธา กทม., สำนักการระบายน้ำ กทม., เขตลาดกระบัง, กรุงเทพมหานคร, เพื่อนชัชชาติ,",น้ำท่วม,เปิดเรื่องใหม่,2022-09-11,16:17 น.,ใช้เวลา 15 วัน 22 ชม.,836,820,,,
2022-DWDLT2,2022-08-23,11:14 น.,รอรับเรื่อง 839 วันที่แล้ว,,แจ้งปัญหาพื้นผิวถนนไม่เรียบ,"การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), สำนักการโยธา กทม., เขตมีนบุรี, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-27,17:21 น.,ใช้เวลา 4 วัน 6 ชม.,839,835,,,
2022-6GNPPU,2022-07-11,12:43 น.,รอรับเรื่อง 881 วันที่แล้ว,เขตพระโขนง,บันไดทางลงสะพานลอย หน้าตลาดบางจากไม่มีเหล็กกันลื่นคะ,"กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม., สำนักการโยธา กทม., เขตพระโขนง, สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม., กรุงเทพมหานคร, เพื่อนชัชชาติ",ทางเท้า,กำลังดำเนินการ,2024-05-13,14:34 น.,ใช้เวลา 672 วัน 1 ชม.,882,210,,,
2022-E84GHK,2022-07-07,12:45 น.,รอรับเรื่อง 885 วันที่แล้ว,เขตวัฒนา,ทาสี เส้นกั้นทาง ขึ้นลงสะพานลอย,"กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม., สำนักการโยธา กทม., สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม., กรุงเทพมหานคร, เขตพระโขนง, เพื่อนชัชชาติ",ทางเท้า,กำลังดำเนินการ,2023-06-14,14:32 น.,ใช้เวลา 342 วัน 1 ชม.,886,544,,,
2022-8EB8EM,2022-07-03,16:58 น.,รอรับเรื่อง 889 วันที่แล้ว,เขตบางรัก,ริมทางเท้าถนนสีลมที่กำลังเอาสายไฟลงดิน มีความเสี่ยงต้นไม้จะล้มเวลาฝนตกหนักเพราะดินรอบต้นถูกขุดถูกทุบจนรากเหลือน้อยแทบยึดไม่ได้ เห็นหลายวันก่อนแถวหน้ารร.นารายณ์ที่มีต้นใหญ่ล้มน่าจะสาเหตุใกล้เคียงกัน ช่วยดูแลให้ดีป้องกันไว้ก่อนด้วยค่ะไม่อยากให้ต้นไม้ใหญ่ล้ม หรือถ้าพนง.ของกทม.ดูแลต้นไม้ไม่เก่งให้รุกขกรเข้ามาดูแลเสริมด้วย,"สำนักสิ่งแวดล้อม กทม., สำนักการโยธา กทม., กรุงเทพมหานคร, เขตบางรัก, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2022-08-26,00:21 น.,ใช้เวลา 53 วัน 7 ชม.,890,836,,,
2022-FQUF9D,2022-06-29,13:47 น.,รอรับเรื่อง 893 วันที่แล้ว,เขตพระโขนง,เคยแจ้งไปแล้วค่ะดูภาพด้านบนด้วยค่ะ,"กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม., สำนักการโยธา กทม., สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม., เขตพระโขนง, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,กำลังดำเนินการ,2023-05-04,20:59 น.,ใช้เวลา 309 วัน 7 ชม.,894,585,,,
2022-4EPXN3,2022-06-29,08:12 น.,รอรับเรื่อง 894 วันที่แล้ว,เขตพญาไท,มีน้ำรั่วลงมาจากท่อบริเวณสะพานข้ามแยกสามเหลี่ยมดินแดง ทำให้น้ำนองบนถนนจำนวนมาก และเป็นอันตรายต่อผู้ขับขี่จักรยานยนต์ รบกวนผู้เกี่ยวข้องมาตรวจสอบท่อระบายน้ำของสะพานข้ามแยกนี้ด้วยครับ,"สำนักการโยธา กทม., สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม., เขตราชเทวี, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,กำลังดำเนินการ,2023-02-11,21:38 น.,ใช้เวลา 227 วัน 13 ชม.,894,667,,,
2022-AW7Y3R,2022-06-19,18:43 น.,รอรับเรื่อง 903 วันที่แล้ว,เขตจตุจักร,สายไฟพันกัน,"สำนักการโยธา กทม., สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), เขตจตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,2022-08-22,11:24 น.,ใช้เวลา 63 วัน 16 ชม.,904,840,,,
2022-BZZRD6,2022-06-19,18:05 น.,รอรับเรื่อง 903 วันที่แล้ว,เขตจตุจักร,สายไฟพัน อันตราย,"สำนักการโยธา กทม., สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200), เขตจตุจักร, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,เปิดเรื่องใหม่,2022-08-23,23:09 น.,ใช้เวลา 65 วัน 5 ชม.,904,839,,,
2022-NEDLW8,2022-06-19,11:27 น.,รอรับเรื่อง 904 วันที่แล้ว,เขตดุสิต,1. อยากได้พื้นที่ทางเดินคืนมา2.(รุปภาพตามแนบ)3.บริเวณสถานีรถไฟสามเสน,"สำนักการโยธา กทม., การรถไฟแห่งประเทศไทย, กรุงเทพมหานคร, เขตดุสิต, เพื่อนชัชชาติ",ทางเท้า,เปิดเรื่องใหม่,2022-08-22,15:11 น.,ใช้เวลา 64 วัน 3 ชม.,904,840,,,
2022-NEUEXN,2022-06-18,09:37 น.,รอรับเรื่อง 905 วันที่แล้ว,เขตดอนเมือง,ของผมสองวันแล้ว ยังไม่มีคนรับเรื่องเลยครับ,"AOT-DMK, สำนักการโยธา กทม., กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ), ผอ.เขตดอนเมือง (นายสาโรจน์), เขตดอนเมือง, กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,2022-08-22,13:59 น.,ใช้เวลา 65 วัน 4 ชม.,905,840,,,
2022-MYHYMD,2022-06-13,17:08 น.,รอรับเรื่อง 909 วันที่แล้ว,เขตตลิ่งชัน,มีน้ำล้นออกจากท่อระบาย ไปสู่ถนนเป็นเวลานานจนมีตะใคร้่ขึ้นทำให้ถนนลื่น,"ผอ.เขตตลิ่งชัน (นางชดาวรรณ), สำนักการระบายน้ำ กทม., ฝ่ายสิ่งแวดล้อมฯ เขตตลิ่งชัน, กองระบบท่อระบายน้ำ สำนักการระบายน้ำ, เขตตลิ่งชัน, สำนักการโยธา กทม., พนักงานกวาด เขตตลิ่งชัน, กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต), ฝ่ายโยธา เขตตลิ่งชัน, กรุงเทพมหานคร, เพื่อนชัชชาติ",น้ำท่วม,รอรับเรื่อง,2023-10-04,13:09 น.,ใช้เวลา 477 วัน 20 ชม.,910,432,,,
สถิติรวม,,,,,,,,,,,,,,Median = 543.0,Mean = 461.0,Percentile = 839.7
