ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,เวลาที่ใช้,ระยะเวลาจากวันที่เริ่มแจ้ง(วัน),ระยะเวลาจากสถานะล่าสุด(วัน),ค่า Median (วัน),ค่า Mean (วัน),ค่า Percentile 90 (วัน)
2024-BGQAVX,2024-12-08,17:47 น.,รอรับเรื่อง 17 ชั่วโมงที่แล้ว,เขตวังทองหลาง,สายเคเบิ้ลห้อยต่ำกว่าหลังคาบ้าน อันตรายต่อผู้ใช้ถนน ตั้งแต่รถกระบะและรถที่มีหลุงคา เกี่ยวสายจนเป็นเหตุให้บ้านเรือนเดือดร้อน,"เขตวังทองหลาง, ฝ่ายโยธา เขตวังทองหลาง, กรุงเทพมหานคร",สายสื่อสาร,รอรับเรื่อง,2024-12-09,11:03 น.,ใช้เวลา 17 ชม. 16 นาที,1,0,,,
2024-MF7MHY,2024-12-08,17:25 น.,รอรับเรื่อง 18 ชั่วโมงที่แล้ว,เขตวังทองหลาง แขวงพลับพลา,สายเคเบิ้ลห้อยระโยงระยางขวางหน้าบ้าน,"เขตวังทองหลาง, ฝ่ายโยธา เขตวังทองหลาง, กรุงเทพมหานคร",สายสื่อสาร,รอรับเรื่อง,2024-12-09,11:03 น.,ใช้เวลา 17 ชม. 39 นาที,1,0,,,
2024-3FW3WY,2024-12-07,23:28 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตวังทองหลาง แขวงคลองเจ้าคุณสิงห์,เรื่องขี้นกพิราบ คอนโดลาดพร้าว101 เจ้าของห้องชั้น4 ชั้น5 ปล่อยห้องไว้ไม่ดูแล นกมาทำรังที่ระเบียง ส่งกลิ่นเหม็น มาชั้น3 แจ้งนิติไปแล้ว ทางนิติแจ้งกลับมาว่าเจ้าของห้องจะมาติดมุ้งลวดที่ระเบียง แต่ต่อมาติดต่อเจ้าของห้องไม่ได้ สรุปนิติก็ไม่ทำอะไรได้ จบแค่นั้น ดิฉันจึงแจ้งมาผ่านช่องทางนี้ ได้รับการตอบกลับจากเขตบางกะปิไม่รับเรื่องเนื่องจากเป็นความดูแลของเอกชน แล้วจะให้แจ้งผ่านช่องทางไหนอีก ถึงจะกำจัดขี้นกได้คะ เอกชนแล้วยังไง ในเมื่อเราได้รับความเดือนร้อน เขตจัดการให้ไม่ได้หรอคะ ร้องเรียนเขตแทนได้ไหมคะ ฝ่ายสิ่งแวดล้อม มีไว้ทำไมคะ,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,2024-12-08,09:33 น.,ใช้เวลา 10 ชม. 6 นาที,2,1,,,
2024-KYGFPV,2024-12-07,17:31 น.,รอรับเรื่อง 1 วันที่แล้ว,เขตวังทองหลาง,ไม่มีการแก้ไขใดๆ,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,2024-12-07,19:21 น.,ใช้เวลา 1 ชม. 51 นาที,2,2,,,
2024-E8Y7TW,2024-12-06,15:15 น.,รอรับเรื่อง 2 วันที่แล้ว,เขตวังทองหลาง แขวงพลับพลา,ช่วยบอกให้ทางร้านเบาเสียงหน่อยได้ไหมครับ ตอนกลางคืนเปิดเพลงเสียงเบสดังมาก กระจกสั่นไปหมด และอยากทราบว่าทำไมร้านเปิดได้ถึงตี2ตี3,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2024-12-06,15:22 น.,ใช้เวลา 7 นาที,3,3,,,
2024-79QBMV,2024-12-05,23:38 น.,รอรับเรื่อง 3 วันที่แล้ว,เขตวังทองหลาง แขวงคลองเจ้าคุณสิงห์,ร้านเบียร์เสียงดัง,"เขตวังทองหลาง, ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,2024-12-06,08:25 น.,ใช้เวลา 8 ชม. 48 นาที,4,3,,,
2024-NPMDEU,2024-11-20,10:05 น.,รอรับเรื่อง 19 วันที่แล้ว,เขตวังทองหลาง แขวงพลับพลา,ปัญหารุกล้ำทางเท้า,"ฝ่ายเทศกิจ เขตวังทองหลาง, เขตวังทองหลาง, ฝ่ายโยธา เขตวังทองหลาง, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,2024-11-30,15:13 น.,ใช้เวลา 10 วัน 5 ชม.,19,9,,,
2022-CN7KNC,2022-06-13,16:12 น.,รอรับเรื่อง 909 วันที่แล้ว,เขตวังทองหลาง,สายไฟรุงรัง บริเวณริมถนนใหญ่ ติดสะพานลอย ซอยลาดพร้าว 87 ค่ะ,"CAT TELECOM (Official), เขตวังทองหลาง, กรุงเทพมหานคร, เพื่อนชัชชาติ",จุดเสี่ยง,รอรับเรื่อง,2022-06-13,16:12 น.,รอรับเรื่อง,910,910,,,
2022-GUL2ZH,2022-06-12,16:27 น.,รอรับเรื่อง 910 วันที่แล้ว,เขตวังทองหลาง,ฝาท่อ TOT ชำรุด,"เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตวังทองหลาง,",ทางเท้า,รอรับเรื่อง,2022-06-12,16:27 น.,รอรับเรื่อง,911,911,,,
2022-PCVZD8,2022-06-11,17:50 น.,รอรับเรื่อง 911 วันที่แล้ว,เขตวังทองหลาง,สายไฟระโยงระยางเป็นอันตรายกับคนเดินผ่าน บริเวณปากซอยโชคชัย 4 ซอย 2,"CAT TELECOM (Official), เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตวังทองหลาง",อื่นๆ,รอรับเรื่อง,2022-06-11,17:50 น.,รอรับเรื่อง,912,912,,,
2022-MX7LDL,2022-06-10,20:40 น.,รอรับเรื่อง 912 วันที่แล้ว,เขตวังทองหลาง,ขอแจ้งเรื่องปัญหาสายไฟฟ้าหรือสายโทรศัพท์ในหมู่บ้านค่ะเพราะว่ามันห้อยต่ำลงทุกปีทุกปีเคยแจ้งเขาไปไฟฟ้า ไฟฟ้าก็บอกเป็นของโทรศัพท์พอแจ้งทางโทรศัพท์ก็บอกของไฟฟ้าเลยไม่มีหน่วยงานอื่นใดเข้ามาดูทั้งสิ้น ผ่านไปหลายปีจนเรากลัวอันตรายว่ามันมาพันเกี่ยวกับต้นไม้ก็เลยอยากร้องเรียนให้ช่วยส่งเจ้าหน้าที่มาดูให้หน่อยค่ะ,"CAT TELECOM (Official), เพื่อนชัชชาติ, กรุงเทพมหานคร, เขตวังทองหลาง",อื่นๆ,รอรับเรื่อง,2022-06-10,20:40 น.,รอรับเรื่อง,913,913,,,
สถิติรวม,,,,,,,,,,,,,,Median = 0.0,Mean = 174.52380952380952,Percentile = 911.0
