ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,จำนวนวัน(วันแจ้ง),สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,จำนวนวัน(สถานะล่าสุด),เวลาที่ใช้
2024-AMQCEZ,29/11/2024,08:53 น.,4,รอรับเรื่อง 4 วันที่แล้ว,เขตดินแดง,ร้านซ้อมมอไซค์ ปากซอย อินทามระ 20เนื่องจากมีการกระทำความผิดเกี่ยวกับจอกรถบนทางเท้าหลายครั้ง เจ้าหน้ามีการติดป้ายไว้กับรั่ว แต่ไม่เกิน 1 วัน ร้านซ่อมมอไซค์ก็พับรั่วเก็บตามภาพ,"เขตดินแดง, ฝ่ายเทศกิจ เขตดินแดง, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,29/11/2024,09:07 น.,4,ใช้เวลา 14 นาที
2024-NMLUNK,29/11/2024,08:12 น.,4,รอรับเรื่อง 4 วันที่แล้ว,เขตดินแดง แขวงรัชดาภิเษก,ตั้งร้านขายของรุกล้ำทางเดินริมถนน,"เขตดินแดง, ฝ่ายโยธา เขตดินแดง, ฝ่ายเทศกิจ เขตดินแดง, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,29/11/2024,08:19 น.,4,ใช้เวลา 8 นาที
2024-4XEU4P,29/11/2024,08:10 น.,4,รอรับเรื่อง 4 วันที่แล้ว,เขตดินแดง แขวงรัชดาภิเษก,ตั้งร้านขายของรุกล้ำทางเดินริมถนน,"เขตดินแดง, ฝ่ายเทศกิจ เขตดินแดง, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,29/11/2024,08:20 น.,4,ใช้เวลา 11 นาที
2024-H38AUB,28/11/2024,18:55 น.,5,รอรับเรื่อง 4 วันที่แล้ว,เขตดินแดง แขวงดินแดง,วินมอเตอร์ไซต์โก่งราคา ไม่คิดราคาตามป้ายบอก,"เขตดินแดง, ฝ่ายเทศกิจ เขตดินแดง, กรุงเทพมหานคร",คุ้มครองผู้บริโภค,รอรับเรื่อง,29/11/2024,08:23 น.,4,ใช้เวลา 13 ชม. 28 นาที
2024-DFGK7U,27/11/2024,19:28 น.,6,รอรับเรื่อง 5 วันที่แล้ว,เขตดินแดง แขวงดินแดง,ที่จอดรถที่เคยจอดได้ก็ไปไล่เค้าเอาที่กั้นมากั้น และดูผลกระทบตอนนี้คนเกินเกินตรงไหน,"เขตดินแดง, ฝ่ายเทศกิจ เขตดินแดง, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,28/11/2024,10:04 น.,5,ใช้เวลา 14 ชม. 36 นาที
2024-HC2VFZ,26/11/2024,14:09 น.,7,รอรับเรื่อง 6 วันที่แล้ว,เขตดินแดง แขวงดินแดง,บริเวณด้านข้างแฟลต 36 เคหะชุมชนห้วยขวาง มีการนำพื้นที่ถนนและทางเท้าไปใช้ประโยชน์ในการจอดรถและเพื่อการส่วนตัว อันตรายแก่ผู้เดินเท้าและใช้ถนนเป็นคอขวดอย่างมาก เป็นเช่นนี้มาเป็นเวลานาน จึงขอให้เจ้าหน้าที่ลงพื้นที่จัดระเบียบด้วย,"สำนักงานเคหะนครหลวง สาขาห้วยขวาง, การเคหะแห่งชาติ, เขตดินแดง, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,27/11/2024,17:55 น.,6,ใช้เวลา 1 วัน 3 ชม.
2024-6MCLV2,22/11/2024,08:54 น.,11,รอรับเรื่อง 11 วันที่แล้ว,เขตดินแดง,เอาไม้มาทำทางขึ้นลงฟุตบาทจำนวน3อัน,"ฝ่ายเทศกิจ เขตดินแดง, เขตดินแดง, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,29/11/2024,14:09 น.,4,ใช้เวลา 7 วัน 5 ชม.
2024-KCWG2B,21/11/2024,18:49 น.,12,รอรับเรื่อง 11 วันที่แล้ว,เขตดินแดง,ขายของบนทางเท้า ทำให้ทางเดินแคบลง การสัญจรลำบาก เคยแจ้งไปแล้วแต่ได้คำตอบว่าเป็นพื้นที่ผ่อนผัน จริงๆแล้วทางเท้าเป็นพื้นที่สาธารณะ ประชาชนทุกคนมีสิทธิ์ในการใช้สัญจร ไม่ควรเป็นพื้นที่ผ่อนผันให้คนได้คนนึงได้สิทธิ์ครอง,"ฝ่ายเทศกิจ เขตดินแดง, เขตดินแดง, กรุงเทพมหานคร",ทางเท้า,เปิดเรื่องใหม่,2/12/2024,14:02 น.,1,ใช้เวลา 10 วัน 19 ชม.
2024-AMWYQ2,16/11/2024,08:35 น.,17,รอรับเรื่อง 17 วันที่แล้ว,เขตดินแดง แขวงดินแดง,งานลอยกระทงที่หน้าเขต ขายพวกแอลกอฮอ ได้ด้วยหรอ ถ้าไม่ได้ไม่มีคนเดินตรวจหรอ,"เขตดินแดง, ฝ่ายพัฒนาชุมชนฯ เขตดินแดง, กรุงเทพมหานคร",สถานบันเทิง,รอรับเรื่อง,18/11/2024,09:18 น.,15,ใช้เวลา 2 วัน
X8MXD7,8/9/2023,13:40 น.,452,รอรับเรื่อง 451 วันที่แล้ว,เขตดินแดง แขวงดินแดง,ศูนย์เรื่องราวร้องทุกข์ ได้รับการประสานผ่านระบบการจัดการเรื่องราวร้องทุกข์ สำนักงานปลัดสำนักนายกรัฐมนตรี ทำเนียบรัฐบาล รหัสเรื่อง นร02660035608ขอเสนอความคิดเห็นเกี่ยวกับการเพิ่มเติมต่อเส้นทางการเดินรถของรถไฟฟ้าสายสีทอง ประชาชนประสงค์ให้มีต่อเส้นทางการเดินรถไปถึงโรงพยาบาลศิริราช กรุงเทพมหานคร เพราะในขณะนี้ได้มีการเดินเส้นทางถึงสถานีโรงเรียนศึกษานารี หากมีการเพิ่มเติมเส้นทางจะเป็นการอำนวยความสะดวกในการเดินทางไปยังโรงพยาบาลศิริราช วังหลัง หรือพื้นที่บริเวณใกล้เคียงบริเวณนั้น //หมายเหตุ ปักหมุดที่สำนักงานเขตเพราะไม่สามารถปักละติจูด ลองติจูด ที่ชัดเจนได้ กรุณาอ่านรายละเอียดสถานที่จากรายละเอียดการแจ้งเป็นหลักศูนย์ฯ ประสานมาเพื่อตรวจสอบและดำเนินการ และโปรดพิจารณาให้ความคุ้มครองผู้ร้องและผู้เกี่ยวข้องอย่าให้ต้องรับภัย หรือความไม่ชอบธรรมอันเนื่องมาจากการร้องเรียน การเป็นพยาน หรือการให้ข้อมูลนั้น #ศรท #ศรท1111#1555 #citydata,"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), ร้องทุกข์ กทม. 1555, เขตดินแดง, รองปลัดฯ นายณรงค์ เรืองศรี, กรุงเทพมหานคร, เพื่อนชัชชาติ",เสนอแนะ,รอรับเรื่อง,4/6/2024,08:24 น.,182,ใช้เวลา 269 วัน 18 ชม.
2023-8MX86E,26/7/2023,18:06 น.,496,รอรับเรื่อง 495 วันที่แล้ว,เขตดินแดง,ฟุตบาทพังชิบหายมาหลายเดือนแล้ว เมื่อไหร่จะมาทำงานซะทีวะ รอบิดาพวกคุณตกหลุมกันก่อนหรอไง เฮงซวย,"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม., สำนักการโยธา กทม., เขตดินแดง, รองปลัดฯ นายณรงค์ เรืองศรี, สำนักงานระบบขนส่ง สขส. สจส., เพื่อนชัชชาติ, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,19/8/2023,13:54 น.,472,ใช้เวลา 23 วัน 19 ชม.
2022-4KGDL7,10/8/2022,06:53 น.,846,รอรับเรื่อง 846 วันที่แล้ว,เขตดินแดง,นั่งกินเหล้าขวางทางเท้าเวลาเช้า ทุกวัน,"สน.สุทธิสาร, ฝ่ายเทศกิจ เขตดินแดง, เขตดินแดง, สำนักงานตำรวจแห่งชาติ (Royal Thai Police), กองบัญชาการตำรวจนครบาล (บช.น.), กองบังคับการตำรวจนครบาล 1 (บก.น.1), กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,เปิดเรื่องใหม่,25/8/2022,09:04 น.,831,ใช้เวลา 15 วัน 2 ชม.
2022-PBM3A8,1/7/2022,13:43 น.,886,รอรับเรื่อง 885 วันที่แล้ว,เขตดินแดง,ร้านขายอาหารตั้งของขายบนฟุตบาท ตรงนั้นเป็นโค้งถนนแคบมาก ประชาชนต้องลงไปเดินบนถนน เสี่ยงที่จะโดนรถยนต์ และรถเมล์เฉี่ยว,"ฝ่ายเทศกิจ เขตดินแดง, เขตดินแดง, กรุงเทพมหานคร, เพื่อนชัชชาติ,",ทางเท้า,เปิดเรื่องใหม่,6/7/2022,10:30 น.,881,ใช้เวลา 4 วัน 20 ชม.
2022-M6L3FU,23/6/2022,13:58 น.,894,รอรับเรื่อง 893 วันที่แล้ว,เขตดินแดง,แจ้งปัญหา รถเมล์เอกชนสาย12 เส้นประชาสงเคราะห์ วิ่งช้ามาก จนถึงเส้นตลาดดินแดงถึงจะวิ่งเร็วปกติ แต่ระหว่างนั้นที่วิ่งช้าทำให้เกิดปัญหา รถติด ผู้ที่มีธุระไปธุระอย่างล่าช้า มอเตอร์ไซด์ต้องพยายามหาทางแซง ซึ่งอันตราย ซึ่งเกิดปัญหานี้มานานมากแล้ว ยังไม่ได้รับการแก้ไข,"องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), เขตดินแดง, กรุงเทพมหานคร, เพื่อนชัชชาติ",ผิดกฎจราจร,ส่งต่อ,24/6/2022,11:58 น.,893,ใช้เวลา 22 ชม. 1 นาที
2022-DF4X8V,22/6/2022,23:03 น.,895,รอรับเรื่อง 894 วันที่แล้ว,เขตดินแดง,รถเข้าออกไม่ได้ ผู้รับผิดชอบคือการเคหะดินแดง เคยแจ้งมาแล้วแต่ยังไม่มีความคืบหน้า รถจอดขวางทางเข้าออก เดือนร้อน เพราะเข้าออกไม่ได้มาเกือบเดือนแล้ว,"ฝ่ายเทศกิจ เขตดินแดง, เขตดินแดง, กรุงเทพมหานคร, เพื่อนชัชชาติ,",อื่นๆ,เปิดเรื่องใหม่,30/6/2022,07:53 น.,887,ใช้เวลา 7 วัน 8 ชม.
