ticket_id,วันที่แจ้ง,เวลาที่แจ้ง,จำนวนวัน(วันแจ้ง),สถานะ,สถานที่,รายละเอียด,เขตผู้รับผิดชอบ(แก้ไขโดย),หมวดหมู่,สถานะล่าสุด,วันที่สถานะล่าสุด,เวลาสถานะล่าสุด,จำนวนวัน(สถานะล่าสุด),เวลาที่ใช้
2024-88P8TT,2/12/2024,13:38 น.,1,รอรับเรื่อง 19 ชั่วโมงที่แล้ว,เขตวัฒนา แขวงคลองเตยเหนือ,ทางเท้าอันตราย เหล็กทิ่มออกมา,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,2/12/2024,19:34 น.,1,ใช้เวลา 5 ชม. 56 นาที
2024-MQ32B6,2/12/2024,11:30 น.,1,รอรับเรื่อง 21 ชั่วโมงที่แล้ว,เขตวัฒนา,งานบริการสำนักงานเขตควรมีการจัดเวรบริการตลอดไม่พักเที่ยง ให้พนักงานสับกันไปพักเพื่ออำนวยความสะดวกให้ประชาชน ซึ่งนั่นคือ หน้าที่สำคัญของข้าราชการ,"เขตวัฒนา, ฝ่ายทะเบียน เขตวัฒนา, กรุงเทพมหานคร",ขอใช้บริการ,รอรับเรื่อง,2/12/2024,13:44 น.,1,ใช้เวลา 2 ชม. 14 นาที
2024-78FEVG,2/12/2024,00:34 น.,1,รอรับเรื่อง 1 วันที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,มีคนปลูกเพิงบนลำรางสาธารณะที่ใช้ระบายน้ำ เป็นแผ่นดินสาธารณะ สำหรับส่วนรวม แจ้งเจ้าหน้าที่เขตแล้ว แต่เพิกเฉย,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,2/12/2024,13:46 น.,1,ใช้เวลา 13 ชม. 13 นาที
2024-8FCHW9,1/12/2024,20:53 น.,2,รอรับเรื่อง 1 วันที่แล้ว,เขตวัฒนา,ไฟส่องทางไฟกระพริบตลอด,"เขตวัฒนา, Bangkok Smart Lighting (สำนักการโยธา กทม.), ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,2/12/2024,10:36 น.,1,ใช้เวลา 13 ชม. 44 นาที
2024-BK6MZH,1/12/2024,14:46 น.,2,รอรับเรื่อง 1 วันที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,ฝาท่อมีปัญหา มีแผ่นเหล็กมาปิดนานแล้ว ไม่ซ่อมซักที,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,1/12/2024,17:38 น.,2,ใช้เวลา 2 ชม. 52 นาที
2024-F2Z6TL,1/12/2024,13:11 น.,2,รอรับเรื่อง 1 วันที่แล้ว,เขตวัฒนา แขวงคลองเตยเหนือ,ถนนเป็นหลุมลึก มีน้ำขัง อันตรายต่อรถยนต์ คนแถวนั้นเอากรวยมาตั้งไว้ แต่ทำให้การจราไม่สะดวก รถติดมากตอนเช้า ถนน 2 เลนเหลือ เลนเดียว,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,1/12/2024,17:38 น.,2,ใช้เวลา 4 ชม. 27 นาที
2024-6PTC2Z,30/11/2024,17:49 น.,3,รอรับเรื่อง 2 วันที่แล้ว,เขตวัฒนา,ผู้รับเหมาขุดแล้วไม่กลบชั่วคราวให้เสมอผิวจราจร ทำไมไม่เอาทรายกลบชั่วคราวก่อน,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,30/11/2024,20:08 น.,3,ใช้เวลา 2 ชม. 20 นาที
2024-HKDZH2,30/11/2024,17:35 น.,3,รอรับเรื่อง 2 วันที่แล้ว,เขตวัฒนา แขวงพระโขนงเหนือ,ไม่มีฝาท่อหน้าบ้านทาวน์เฮาส์ที่ท้ายซอยพัฒนเวศม์ 6 ก่อนทางเข้าโรงเรียนอนุบาลดารารัตน์ รบกวนมาปิดด้วยค่ะ,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,30/11/2024,20:06 น.,3,ใช้เวลา 2 ชม. 32 นาที
2024-4KKN24,30/11/2024,12:38 น.,3,รอรับเรื่อง 2 วันที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,เมื่อไหร่จะทำต่อให้เสร็จซักทีครับ เห็นบอกว่าติดเรื่องประปา มีรากต้นไม้ขวางอยู่นี่หยุดไปเกือบอาทิตย์แล้ว ไม่ทำอะไรต่อ,"เขตวัฒนา, ฝ่ายโยธา เขตวัฒนา, กรุงเทพมหานคร",ประปา,รอรับเรื่อง,30/11/2024,12:43 น.,3,ใช้เวลา 5 นาที
2024-4E8E99,26/8/2024,15:00 น.,99,รอรับเรื่อง 98 วันที่แล้ว,เขตวัฒนา,ป้ายเหล็กเก่าถูกขีดเขียนพ่นสีเลอะเทอะเลอะจึงขอให้ปรับปรุงรื้อปรับปรุง,"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), เขตวัฒนา, กรุงเทพมหานคร",อุปกรณ์ชำรุด,เปิดเรื่องใหม่,2/12/2024,21:34 น.,1,ใช้เวลา 98 วัน 6 ชม.
2023-7FWHZY,17/11/2023,10:00 น.,382,รอรับเรื่อง 381 วันที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,รถโดยสารเส้นเอกมัย มีน้อยมาก รอ20-30 นาทีคนก็อัดแน่น,"องค์การขนส่งมวลชนกรุงเทพ (ขสมก.), เขตวัฒนา, การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.), กรุงเทพมหานคร, เพื่อนชัชชาติ",อื่นๆ,รอรับเรื่อง,24/11/2023,15:22 น.,375,ใช้เวลา 7 วัน 5 ชม.
2023-43KEK7,1/10/2023,17:37 น.,429,รอรับเรื่อง 428 วันที่แล้ว,เขตวัฒนา แขวงคลองเตยเหนือ,ป้ายเอียงขวางทางเดินเท้า,"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส.), เขตวัฒนา, เพื่อนชัชชาติ, กรุงเทพมหานคร",อื่นๆ,เปิดเรื่องใหม่,30/11/2024,17:54 น.,3,ใช้เวลา 426 วัน
2023-9DVKY4,24/9/2023,23:00 น.,436,รอรับเรื่อง 435 วันที่แล้ว,เขตวัฒนา แขวงคลองตันเหนือ,ปูนทางขึ้นลงเเตกอยากให้เจ้าหน้าที่มาฉาบปูนให้เรียบเพราคนเดินสะดุดบ่อย ***ห้ามใช้ยางมะตอยนะครับยิ่งทำให้เป็นเนินไม่สวย!!!***,"ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.), เขตวัฒนา, สำนักการโยธา กทม., เพื่อนชัชชาติ, กรุงเทพมหานคร",ถนน,เปิดเรื่องใหม่,29/8/2024,13:37 น.,96,ใช้เวลา 339 วัน 14 ชม.
