ticket_id,date,time,status,address,description,agency,category,ForwardedStatus,ForwardedDate,ForwardedTime,TakeTime
2024-7FC7FZ,9 ธ.ค. 67,13:44 น.,รอรับเรื่อง 24 นาทีที่แล้ว,เขตป้อมปราบศัตรูพ่าย แขวงป้อมปราบ,เส้นจราจรหาย เวลารถเลี้ยวแล้วกินเลน,"เขตบางรัก, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,13:44 น.,รอรับเรื่อง
2024-3Z4E7N,9 ธ.ค. 67,13:44 น.,รอรับเรื่อง 24 นาทีที่แล้ว,เขตปทุมวัน,รบกวนตรวจสอบ ไฟจราจรหน้าแยกสามย่านมิตทาวน์มุ่งหน้าสีลม9ธค.67 เวลาประมาณ 13:15 น.สัญญานไฟหน้าสามย่านมิตรทาว์เลี้ยวขวาเข้าสี่พระยาไฟเขียว พอเลี้ยว รถทางฝั่งหน้าวัดหัวลำโพง มุ่งหน้าไป หัวลำโพงก็ไฟเขียวเหมือนกันเกือบเกิดอุบัติเหตุครับ,"เขตปทุมวัน, กรุงเทพมหานคร",อุบัติเหตุ,รอรับเรื่อง,9 ธ.ค. 67,13:44 น.,รอรับเรื่อง
2024-A7XUQV,9 ธ.ค. 67,13:43 น.,รอรับเรื่อง 25 นาทีที่แล้ว,เขตวังทองหลาง แขวงคลองเจ้าคุณสิงห์,ตอนดึกมีคนแอบมาติดป้ายโฆษณาขนาดใหญ่บริเวณทางโค้ง กีกขวางช่องทางเสี่ยงเกิดอุบัติเหตุอีกรอบ,"เขตวังทองหลาง, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,9 ธ.ค. 67,13:43 น.,รอรับเรื่อง
2024-NPFRYT,9 ธ.ค. 67,13:40 น.,รอรับเรื่อง 28 นาทีที่แล้ว,เขตธนบุรี แขวงบางยี่เรือ,มอเตอร์ไซค์จอดบนทางเท้าหน้าบ้านตัวเองก่อนถึงโรงเรียนจรวยพรเทศกิจมาไล่ออกมอเตอร์ไซค์ไปจอดในบ้านตัวเองด้วยฅ่ะผู้แจ้งนางวรรณี ตรีตรง,"เขตธนบุรี, ฝ่ายเทศกิจ เขตธนบุรี, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,9 ธ.ค. 67,13:42 น.,ใช้เวลา 2 นาที
2024-FUKNNC,9 ธ.ค. 67,13:38 น.,รอรับเรื่อง 30 นาทีที่แล้ว,เขตดุสิต,มีคนมาให้อาหารนกพิราบ,"เขตดุสิต, กรุงเทพมหานคร",สัตว์,รอรับเรื่อง,9 ธ.ค. 67,13:38 น.,รอรับเรื่อง
2024-DWXYX6,9 ธ.ค. 67,13:33 น.,รอรับเรื่อง 35 นาทีที่แล้ว,เขตปทุมวัน,เส้นขาวแดงแก้ไม่หายสามล้อจอดบทฟุตบาท จอดล้นออกมาริมถนน จอดบทฟุตบาททางเดินเคยร้องไปแล้วก็เงียบ,"เขตปทุมวัน, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,9 ธ.ค. 67,13:33 น.,รอรับเรื่อง
2024-NUWETN,9 ธ.ค. 67,13:31 น.,รอรับเรื่อง 37 นาทีที่แล้ว,เขตดุสิต แขวงถนนนครไชยศรี,ป้ายรถเมล์ หน้ากรมสรรพสามิต หลอดขาด 2 หลอด ทำให้มืดน่ากลัว,"เขตดุสิต, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,9 ธ.ค. 67,13:31 น.,รอรับเรื่อง
2024-KK9ZE4,9 ธ.ค. 67,13:30 น.,รอรับเรื่อง 38 นาทีที่แล้ว,เขตป้อมปราบศัตรูพ่าย แขวงวัดโสมนัส,วันที่ 9 ธันวาคม เวลา 07:19 น. รถแท็กซี่วิ่งมาจากโบ๊เบ๊ฝ่าไฟแดงที่แยกถนนกรุงเกษม ตัดกับ ถนนหลานหลวงทำให้ รถที่อยู่ฝั่งตรงข้าม เลี้ยวขวาขึ้นไปถนนหลานหลวงไม่ได้เหตุการณ์แบบนี้เกิดขึ้นบ่อยมาก * รถที่วิ่งอยู่บนถนนกรุงเกษม ถ้าต้องการเลี้ยวขวาขึ้นไปทางแยกหลานหลวง ต้องพยามยาม ออกรถก่อนไฟเขียว ของแยกนี้ มิฉะนั้น จะเลี้ยวขวายากมาก *และปัญหาที่เกิดขึ้นคือ .. รถที่ลงจากสะพานขาว มักจะฝ่าไฟแดงเหมือนกัน ทำให้บ่อยครั้ง เกือบชนกัน !! รวมกับรถตรงข้ามก็มักจะออกรถก่อนไฟเขียว !!ช่วยด้วยค่ะ !!!คิดว่าเคยแจ้งแล้วนะ .. ควรต้องมีไฟเขียวให้รถเลี้ยวขวาสัก 15 วินาที พร้อมกับรถทางตรง ไปพร้อมกันก่อนที่จะให้ไฟเขียวฝั่งตรขอบคุณค่ะงข้าม,"เขตป้อมปราบศัตรูพ่าย, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,9 ธ.ค. 67,13:30 น.,รอรับเรื่อง
2024-9XGRF9,9 ธ.ค. 67,13:28 น.,รอรับเรื่อง 40 นาทีที่แล้ว,เขตบางกะปิ,รถสองแถวจอดแช่ รับส่งคนขวางทางออก ซึ่งทำให้เกิดอันตรายบ่อยครั้งเนื่องจากรถที่ออกจาก กกท ไม่สามารถเลี้ยวเข้าเลนซ้ายสุดได้ ต้องเข้าเลนกลางอย่างเดียว กกท จัดตลาดนัดแล้วไม่ดูแลทางสันจร ทั้งยังจุดที่แจ้งไม่ใช่ป้ายจอด อันตลายและเกตุเหตุบ่อย รบกวนช่วยจับหน่อยคะ,"เขตบางกะปิ, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,9 ธ.ค. 67,13:28 น.,รอรับเรื่อง
2024-CTVRD9,9 ธ.ค. 67,13:27 น.,รอรับเรื่อง 41 นาทีที่แล้ว,เขตดินแดง แขวงดินแดง,ยื่นออกมาทางเดิน เดินตรงจุดนี้แล้วโดนกระแทกเต็มๆ,"เขตดินแดง, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,9 ธ.ค. 67,13:27 น.,รอรับเรื่อง
2024-CXKWE4,9 ธ.ค. 67,13:25 น.,รอรับเรื่อง 43 นาทีที่แล้ว,เขตราษฎร์บูรณะ แขวงบางปะกอก,ซอยที่เป็นทางลูกรัง มีคนนำขยะมาทิ้งเกลื่อนกลาดเป็นประจำทั้งขยะชิ้นเล็กและชิ้นใหญ่ รวมถึงชอบมีกลุ่มคนเข้ามามั่วสุมกินเหล้าทั้งกลางวันและช่วงค่ำ,"เขตราษฎร์บูรณะ, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,9 ธ.ค. 67,13:25 น.,รอรับเรื่อง
2024-3V643H,9 ธ.ค. 67,13:19 น.,รอรับเรื่อง 49 นาทีที่แล้ว,เขตวังทองหลาง,ปากซอยลาดพร้าว80/3 มีการขุดวางท่อสายไฟใต้ดินและขุดวางท่อประปา พร้อมปรับปรุงทางเดินเท้าใหม่ แต่ไม่ได้ทำslopeทางขึ้นจักรยาน,"เขตวังทองหลาง, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,9 ธ.ค. 67,13:19 น.,รอรับเรื่อง
2024-ERKMT4,9 ธ.ค. 67,13:18 น.,รอรับเรื่อง 50 นาทีที่แล้ว,เขตสะพานสูง,ถนนทรุดตัว และเป็นถนนเส้นหลักของหมู่บ้าน เข้าออกทุกครั้งต้องผ่านเส้นนี้ทุกครั้ง หลีกเลี่ยงไม่ได้มีความลำบากเป็นอย่างมาก ถนนเป็นหลุมเป็นบ่อยิ่งกว่าดวงจันทร์ ไม่มีใครเข้ามาช่วยเหลือเลย กันยา ปี 2565 เหมือนว่า จะมีการเปิดคำขอ ให้หมู่บ้านเคหะธานี 4 อยู่ในการดูแลของกทม ชัชชาติเคยเข้ามาครั้งหนึ่งแต่เข้าเพียงแค่หน้าหมู่บ้านเท่านั้น ตรงปั๊มน้ำเท่านั้นไม่ได้เข้ามาถึงถนน หากข้ามถนน เข้ามาเพียงเล็กน้อยจะทราบถึงปัญหาค่ะถนนได้เป็นแนวยาวไม่ใช่รูปที่ถ่ายกันซ้ำๆนะคะแต่ถ่ายหลายรูปมาติดต่อกันเพราะเป็นแนวยาวมากจริงๆรบกวนด้วยค่ะ,"เขตสะพานสูง, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,13:18 น.,รอรับเรื่อง
2024-GTB37B,9 ธ.ค. 67,13:14 น.,รอรับเรื่อง 54 นาทีที่แล้ว,เขตวังทองหลาง แขวงวังทองหลาง,ปากซอยลาดพร้าว80/3 มีการขุดวางท่อสายไฟใต้ดินและขุดวางท่อประปา พร้อมปรับปรุงทางเดินเท้าใหม่ แต่ไม่ได้ทำslopeทางขึ้นจักรยาน,"เขตวังทองหลาง, กรุงเทพมหานคร",ทางเท้า,รอรับเรื่อง,9 ธ.ค. 67,13:14 น.,รอรับเรื่อง
2024-HKL2VD,9 ธ.ค. 67,13:13 น.,รอรับเรื่อง 55 นาทีที่แล้ว,เขตหลักสี่ แขวงตลาดบางเขน,พื้นหน้าปากซอยแตกเป็นหลุม บริเวณซอยวิภาวดี 60 แยก 1-1 หน้าหอพัก,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,13:24 น.,ใช้เวลา 12 นาที
2024-8H8T7W,9 ธ.ค. 67,13:06 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตลาดกระบัง แขวงลาดกระบัง,ทางเดินข้างโรงเรียนพรตพิทยพยัต มีซากต้นไม้ใหญ่หักอยู่ ซึ่งมาปลายแหลมคม เส้นทางนี้มักมีมอเตอร์ไซค์สัญจร มีโอกาสที่จะเกิดอุบัติเหตุถึงชีวิตได้ อยากให้จัดการกับความแหลมคมของไม้,"เขตลาดกระบัง, กรุงเทพมหานคร",ต้นไม้,รอรับเรื่อง,9 ธ.ค. 67,13:06 น.,รอรับเรื่อง
2024-ARAB47,9 ธ.ค. 67,13:02 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตบางรัก แขวงสีลม,พื้นที่ห้ามจอด (แดง ขาว) แต่มีรถจอดตลอดเวลา ลำบากทั้งคนเดิน ทั้งกีดขวางทางจราจร จัดระเบียบทางสังคมบ้าง ควรไปคุยกับผู้ประกอบการ ให้แสดงความรับผิดชอบต่อสังคมบ้าง พื้นที่ห้างเยอะแยะ จัดพื้นที่รอให้รถส่งของบ้าง,"เขตบางรัก, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,9 ธ.ค. 67,13:02 น.,รอรับเรื่อง
2024-GMGN78,9 ธ.ค. 67,12:54 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตภาษีเจริญ แขวงบางหว้า,ขยะเต็มคลอง ริถถนน ติดซอย 46/2,"เขตภาษีเจริญ, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,9 ธ.ค. 67,12:54 น.,รอรับเรื่อง
2024-EPXAN8,9 ธ.ค. 67,12:53 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตจอมทอง แขวงบางขุนเทียน,ขยะของทั้งซอยถูกนำมาทิ้งที่นี่ทุกวัน สกปรกและส่งกลิ่นและมีคนมารื้อขยะ รบกวนย้ายจุดตั้งถังขยะไปจุดอื่นที่ไม่ใช่หน้าบ้าน,"เขตจอมทอง, ฝ่ายรักษาความสะอาดฯ เขตจอมทอง, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,9 ธ.ค. 67,13:04 น.,ใช้เวลา 11 นาที
2024-3NFEAN,9 ธ.ค. 67,12:52 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตดินแดง แขวงดินแดง,รหัสเรื่องที่เคยแจ้ง2024-bbkvrแจ้งซ้ำล่าสุดได้2อาทิตย์แล้ว ยังไม่ได้รับการแก้ไขเลยครับ เดือดร้อนมากทั้งเสียงและการสั่นสะเทือน เพราะบ้านอยู่ติดกับบ่อบำบัดที่ฝาชำรุดมานานแล้ว ไม่ได้รับการแก้ไขให้หายขาดซักที รวมเวลาการแจ้งกับฟองดูและ1555 ก็2เดือนกว่า ถือว่านานมาก ผมถูกท้อดทิ้งหรือเปล่าครับ ช่วยรีบมาแก้ไขให้หายขาดด้วยจะเป็นพระคุณอย่างมาก,"เขตดินแดง, กรุงเทพมหานคร",เสียง,รอรับเรื่อง,9 ธ.ค. 67,12:52 น.,รอรับเรื่อง
2024-N4AHEG,9 ธ.ค. 67,12:52 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตบางกอกน้อย แขวงศิริราช,ทางเข้าพื้นที่ว่างข้างรางรถไฟมีป้ายสำนักงานเขตเขียนว่าที่จอดรถ เมื่อเข้าไปจอด กลุ่มวินมอเตอร์ไซน์หน้าทางเข้ามีการเรียกเก็บค่าจอด เป็นเงิน 20 บาท จึงอยากทราบว่าขอให้ตรวจสอบว่า1.วินมอเตอร์ไซน์บริเวณนี้ได้รับอนุญาตให้จัดตั้งถูกต้องหรือไม่2.ที่ว่างภายในข้างรางรถไฟ เป็นพื้นที่ของใคร3.เนื่องจากมีป้ายสำนักงานเขตชี้ว่าเป็นที่จอดรถ หมายถึงอยู่ในความดูแลของสำนักงานเขตหรือไม่ และเขตได้มอบหมายให้วินด้านหน้าเป็นผู้เก็บค่าจอดใช่หรือไม่,"เขตบางกอกน้อย, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,9 ธ.ค. 67,12:52 น.,รอรับเรื่อง
2024-CK6CYZ,9 ธ.ค. 67,12:46 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตบางนา,การจราจรช่วงเช้าถนนสุขุมวิทตั้งแต่แบริ่งถึงสุขุมวิท 62 การจราจรติดขัดมากพบรถบรรทุกวิ่งนอกเวลารถบรรทุกเยอะมากอยากให้ดูแลตรวจสอบเกี่ยวกับช่วงเวลาที่รถบรรทุกหรือรถสิบล้อขับให้หน่อยครับแจ้งเรื่องไปแล้วยังไม่ถูกแก้ไข,"เขตบางนา, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,9 ธ.ค. 67,12:46 น.,รอรับเรื่อง
2024-3FVGBF,9 ธ.ค. 67,12:31 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตราษฎร์บูรณะ แขวงราษฎร์บูรณะ,ลืมปิดไฟถนนค่ะ,"เขตราษฎร์บูรณะ, กรุงเทพมหานคร",ไฟฟ้า,รอรับเรื่อง,9 ธ.ค. 67,12:31 น.,รอรับเรื่อง
2024-P7NVM4,9 ธ.ค. 67,12:25 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตบางเขน แขวงอนุสาวรีย์,ฝาท่อระบายน้ำทรุดต่ำรถตกค่ะรามอินทรา 15 หน้าทางเข้าแมนชั่นค่ะ ขอบคุณมากค่ะ,"เขตบางเขน, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,12:25 น.,รอรับเรื่อง
2024-3QAQPD,9 ธ.ค. 67,12:17 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,,ยังไม่เสร็จสิ้นจะแจ้งเพิ่มเติม กี่โมง??ฝ่าฝืน ใช้ระยะร่นตากกางเกงในผู้ชาย สีเทา.,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,9 ธ.ค. 67,13:24 น.,ใช้เวลา 1 ชม. 7 นาที
2024-4GGUZA,9 ธ.ค. 67,12:15 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,,หลักฐาน การฝ่าฝืน ใช้ส่วนที่มีคำสั่งของจพถ. เวลา 11.21 น. ตากผ้า ที่ระยะร่น. และมีความเย็น ออก ตั้งแต่เวลา 10.20 น.,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",อื่นๆ,รอรับเรื่อง,9 ธ.ค. 67,13:23 น.,ใช้เวลา 1 ชม. 9 นาที
2024-4ERLU6,9 ธ.ค. 67,12:11 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,,ด่วน!!!! ขอ จนท.!!!!!ตรวจสอบ ด้านหลัง อาคารต่อเติม เวลา 11.21 น. ตากกางเกงในผู้ชาย สีเทา.ห้องต่อเติม ใช้แอร์ ตลอดคืน และตลอดวัน มีความเย็นตั้งแต่ 10.20 น.ยังไม่เสร็จสิ้นปี 2567 ยังไม่ดำเนินคดีมีคนฝ่าฝืนมากกว่า 1 คน,"เขตหลักสี่, ฝ่ายโยธา เขตหลักสี่, กรุงเทพมหานคร",อาคารสถานที่ชำรุด,รอรับเรื่อง,9 ธ.ค. 67,13:23 น.,ใช้เวลา 1 ชม. 13 นาที
2024-96BCGP,9 ธ.ค. 67,12:11 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตราชเทวี แขวงถนนพญาไท,ขับรถจักรยานยนต์บนทางเท้า,"เขตราชเทวี, ฝ่ายเทศกิจ เขตราชเทวี, กรุงเทพมหานคร",ผิดกฎจราจร,รอรับเรื่อง,9 ธ.ค. 67,12:51 น.,ใช้เวลา 41 นาที
2024-HGRUG2,9 ธ.ค. 67,12:09 น.,รอรับเรื่อง 1 ชั่วโมงที่แล้ว,เขตบางกอกน้อย แขวงศิริราช,ตรงหมุดที่ปัก จะมีต้นโพธิ์ต้นใหญ่อยู่ ต้นแตกกิ่งออกไปตามหลังคาบ้านแถวนี้หลายบ้าน มีทั้งใบไม้กิ่งไม้หล่นใส่หลังคา ถ้าเป็นไปได้อยากให้ทาง กทม.มาตัดแต่งกิ่งหน่อยครับ,"เขตบางกอกน้อย, กรุงเทพมหานคร",ต้นไม้,รอรับเรื่อง,9 ธ.ค. 67,12:09 น.,รอรับเรื่อง
2024-MB6NWQ,9 ธ.ค. 67,12:04 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตป้อมปราบศัตรูพ่าย แขวงคลองมหานาค,ทำที่กั้นตรงถนนสาธารณะ,"เขตป้อมปราบศัตรูพ่าย, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,12:04 น.,รอรับเรื่อง
2024-EMCHZ6,9 ธ.ค. 67,11:57 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตสัมพันธวงศ์,ตั้งสิ่งกีดขวางบนบางสาธารณะ,"เขตป้อมปราบศัตรูพ่าย, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,11:57 น.,รอรับเรื่อง
2024-MCBRFV,9 ธ.ค. 67,11:43 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตบางรัก แขวงสี่พระยา,จากการตั้งนั่งร้านทำให้คนในซอยสัญจรลำบากแถมเอารถช่างและทีมงานเข้ามาในจอดหน้าบ้านของคนในชุมชนทำให้คนในชุมชนเดือดร้อน,"เขตบางรัก, ฝ่ายโยธา เขตบางรัก, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,13:26 น.,ใช้เวลา 1 ชม. 43 นาที
2024-MGL28P,9 ธ.ค. 67,11:35 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตบางนา,บัญชีม้า หลอกลงทุนออนไลน์,"เขตบางนา, กรุงเทพมหานคร",ภัยออนไลน์,รอรับเรื่อง,9 ธ.ค. 67,11:35 น.,รอรับเรื่อง
2024-7KCZFV,9 ธ.ค. 67,11:32 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตพระนคร แขวงศาลเจ้าพ่อเสือ,"แจ้งเรื่องใหม่ครับอยากให้เจ้าหน้าที่ได้มาดำเนินการแก้ไขปรับปรุงพื้นผิวถนนที่ชำรุดครับสำหรับจุดนี้อยู่หน้าร้านสามมิตร64, 65ถนนอัษฎางค์แขวงศาลเจ้าพ่อเสือเขตพระนคร กทม.ขอบคุณครับ","เขตพระนคร, ฝ่ายโยธา เขตพระนคร, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,11:49 น.,ใช้เวลา 18 นาที
2024-LAFWEN,9 ธ.ค. 67,11:29 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตบางนา แขวงบางนาใต้,ฝาท่อระบายน้ำชำรุดหลายจุด บริเวณซอยลาซาน 24 บางแห่งฝาที่เป็นเหล็กชำรุดจนถ้าเดินไม่ระวังอาจมีขาตกไปในบ่อได้ อยากให้นำฝาท่อมาเปลี่ยนให้หน่อย,"เขตบางนา, กรุงเทพมหานคร",อุปกรณ์ชำรุด,รอรับเรื่อง,9 ธ.ค. 67,11:29 น.,รอรับเรื่อง
2024-EZ3QQ4,9 ธ.ค. 67,11:25 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตจอมทอง แขวงบางมด,คลองมีต้นไม้ขึ้นรก และเป็นที่อยู่ของตัวเงินตัวทอง อันตรายกับเด็กที่วิ่งเล่นอยู่ในซอย,"เขตจอมทอง, ฝ่ายโยธา เขตจอมทอง, กรุงเทพมหานคร",สัตว์,รอรับเรื่อง,9 ธ.ค. 67,11:41 น.,ใช้เวลา 16 นาที
2024-EX2RYE,9 ธ.ค. 67,11:24 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตบางนา,ผิวจราจรชำรุดหลายแห่ง รบกวนให้เจ้าหน้าที่เข้าแก้ไข เพราะจะเกิดอุบัติเหตุได้,"เขตบางนา, กรุงเทพมหานคร",ถนน,รอรับเรื่อง,9 ธ.ค. 67,11:24 น.,รอรับเรื่อง
2024-4G7739,9 ธ.ค. 67,11:24 น.,รอรับเรื่อง 2 ชั่วโมงที่แล้ว,เขตคลองเตย แขวงพระโขนง,พบปัญหาความสกปรกที่ถนนซอยวอเตอร์ฟอร์ด ด้านข้างอาคารเมย์แฟร์ ประตูช่องทิ้งขยะอยากขอให้ทางผู้รับผิดชอบของอาคารเมย์แฟร์ดูแลรักษาความสะอาด ด้วยการกวาดและฉีดน้ำล้างถนนให้ด้วย เพื่อความสะอาดโดยส่วนรวม,"เขตคลองเตย, กรุงเทพมหานคร",ความสะอาด,รอรับเรื่อง,9 ธ.ค. 67,11:24 น.,รอรับเรื่อง
